Application: Tecan i-control,,,,"Tecan i-control , 1.11.1.0",,,,,
Device: infinite 200Pro,,,,Serial number: 1602000080,,,,Serial number of connected stacker:,
Firmware: V_3.40_01/15_Infinite (Dec 23 2014/12.45.11),,,,"MAI, V_3.40_01/15_Infinite (Dec 23 2014/12.45.11)",,,,,
,,,,,,,,,
Date:,12/29/2023,,,,,,,,
Time:,2:41:01 PM,,,,,,,,
,,,,,,,,,
,,,,,,,,,
System,,,,DESKTOP-R891HJ3,,,,,
User,,,,DESKTOP-R891HJ3\Barrick Lab,,,,,
Plate,,,,Greiner 96 Flat Bottom Transparent Polystyrene Cat. No.: 655101/655161/655192 [GRE96ft.pdfx],,,,,
Plate-ID (Stacker),,,,,,,,,
,,,,,,,,,
Wait (Plate),,,,On,Target Temperature: 37 °C,,,,
,,,,,,,,,
Wait (Plate Temperature),,,,Valid Range: 36.5 - 37.5 °C,,,,,
,,,,,,,,,
List of actions in this measurement script:,,,,,,,,,
Kinetic,,,,,,,,,
Fluorescence,,,,,,,,,
Fluorescence,,,,,,,,,
Absorbance,,,,,,,,,
Shaking (Orbital) Duration:,,,,760,s,,,,
Shaking (Orbital) Amplitude:,,,,2,mm,,,,
,,,,,,,,,
3 Labels,,,,,,,,,
Kinetic Measurement,,,,,,,,,
Kinetic duration,,,,2:00:00,,,,,
Interval Time,,,,0:15:00,,,,,
Mode,,,,Fluorescence Top Reading,,,,,
Excitation Wavelength,,,,590,nm,,,,
Emission Wavelength,,,,645,nm,,,,
Excitation Bandwidth,,,,9,nm,,,,
Emission Bandwidth,,,,20,nm,,,,
Gain,,,,90,Manual,,,,
Number of Flashes,,,,25,,,,,
Integration Time,,,,20,µs,,,,
Lag Time,,,,0,µs,,,,
Settle Time,,,,0,ms,,,,
Z-Position (Manual),,,,20800,µm,,,,
Mode,,,,Fluorescence Top Reading,,,,,
Excitation Wavelength,,,,590,nm,,,,
Emission Wavelength,,,,645,nm,,,,
Excitation Bandwidth,,,,9,nm,,,,
Emission Bandwidth,,,,20,nm,,,,
Gain,,,,110,Manual,,,,
Number of Flashes,,,,25,,,,,
Integration Time,,,,20,µs,,,,
Lag Time,,,,0,µs,,,,
Settle Time,,,,0,ms,,,,
Z-Position (Manual),,,,20800,µm,,,,
Mode,,,,Absorbance,,,,,
Wavelength,,,,600,nm,,,,
Bandwidth,,,,9,nm,,,,
Number of Flashes,,,,25,,,,,
Settle Time,,,,0,ms,,,,
Part of Plate,,,,B2-E8,,,,,
Start Time:,12/29/2023 2:41:01 PM,,,,,,,,
,,,,,,,,,
,,,,,,,,,
mCherry_low,,,,,,,,,
Cycle Nr.,1,2,3,4,5,6,7,8,9
Time [s],0,900,1800,2700,3600,4500,5400,6300,7199.9
Temp. [°C],37,37.1,37.2,37.2,37.2,37.1,37.3,37.2,37.5
B2,1058,942,868,858,844,841,869,877,879
B3,956,888,835,810,800,789,796,793,803
B4,1009,924,852,840,821,825,841,863,878
B5,1574,1425,1345,1286,1284,1292,1325,1343,1353
B6,1603,1410,1324,1286,1293,1294,1317,1342,1361
B7,1333,1161,1094,1046,1045,1050,1081,1102,1100
B8,7,8,7,7,7,8,9,8,7
C2,1188,1087,1019,989,973,973,987,1030,1039
C3,1290,1185,1110,1064,1070,1072,1082,1109,1136
C4,853,781,732,701,694,707,715,746,764
C5,1577,1459,1352,1313,1295,1299,1331,1354,1374
C6,1709,1576,1469,1406,1404,1421,1454,1486,1488
C7,1437,1278,1195,1164,1149,1166,1176,1202,1189
C8,7,9,7,8,7,8,8,9,8
D2,1137,1056,983,940,949,942,958,978,989
D3,1236,1122,1053,1020,992,987,1015,1019,1053
D4,880,821,757,731,729,733,741,777,798
D5,1838,1718,1627,1566,1546,1548,1583,1609,1619
D6,1781,1648,1562,1501,1471,1475,1491,1524,1538
D7,1620,1509,1401,1356,1352,1361,1388,1415,1401
D8,7,9,7,9,7,9,9,9,9
E2,1104,1009,960,919,921,918,948,969,969
E3,969,885,840,807,803,807,834,832,852
E4,711,650,602,586,586,599,606,622,637
E5,1347,1278,1193,1151,1147,1158,1198,1206,1219
E6,1399,1295,1211,1170,1170,1185,1205,1235,1227
