,gfp_rbs_foldx,codon,charging_rate,ecol,ATA_charged,ATA_uncharged,GFP,TTT_charged,TTT_uncharged,__GFP_rbs,__cellularProtein_rbs,cellularProtein,free ribosome,TTT_charged_perc,ATA_charged_perc,free_ribosome_perc,cellularProtein_max,cellularProtein_norm
103,0.1,0.5,300.0,0.4,468.3333333333333,281.6666666666667,59.666666666666664,1556.6666666666667,193.33333333333334,20.0,96.66666666666667,13696.0,69.66666666666667,0.8895238095238096,0.6244444444444445,0.13933333333333334,13696.0,1.0
104,0.1,0.5,300.0,0.6,520.3333333333334,229.66666666666666,70.66666666666667,1417.3333333333333,332.6666666666667,20.0,97.33333333333333,16965.0,90.66666666666667,0.8099047619047619,0.6937777777777778,0.18133333333333335,16965.0,1.0
105,0.1,0.5,300.0,0.7,569.6666666666666,180.33333333333334,86.33333333333333,1320.0,430.0,20.0,96.66666666666667,18621.0,99.66666666666667,0.7542857142857143,0.7595555555555555,0.19933333333333333,18621.0,1.0
106,0.1,0.5,300.0,0.8,617.0,133.0,87.66666666666667,1228.0,522.0,20.0,98.66666666666667,19918.333333333332,99.0,0.7017142857142857,0.8226666666666667,0.198,19918.333333333332,1.0
107,0.1,0.5,300.0,1.0,749.6666666666666,0.3333333333333333,89.0,1054.3333333333333,695.6666666666666,20.0,97.66666666666667,20567.333333333332,103.0,0.6024761904761904,0.9995555555555555,0.206,20567.333333333332,1.0
108,0.1,0.5,1000.0,0.2,622.3333333333334,127.66666666666667,62.0,1715.0,35.0,20.0,96.33333333333333,14934.0,75.0,0.98,0.8297777777777778,0.15,14934.0,1.0
109,0.1,0.5,1000.0,0.4,649.6666666666666,100.33333333333333,76.0,1682.0,68.0,20.0,96.66666666666667,17313.333333333332,99.33333333333333,0.9611428571428572,0.8662222222222222,0.19866666666666666,17313.333333333332,1.0
110,0.1,0.5,1000.0,0.6,665.0,85.0,85.33333333333333,1636.0,114.0,20.0,98.33333333333333,20189.666666666668,102.0,0.9348571428571428,0.8866666666666667,0.204,20189.666666666668,1.0
111,0.1,0.5,1000.0,0.7,681.0,69.0,83.0,1596.0,154.0,20.0,98.0,21870.666666666668,115.33333333333333,0.912,0.908,0.23066666666666666,21870.666666666668,1.0
112,0.1,0.5,1000.0,0.8,702.3333333333334,47.666666666666664,96.33333333333333,1558.3333333333333,191.66666666666666,20.0,98.0,23545.333333333332,112.66666666666667,0.8904761904761904,0.9364444444444445,0.22533333333333333,23545.333333333332,1.0
113,0.1,0.5,1000.0,1.0,749.6666666666666,0.3333333333333333,106.33333333333333,1478.6666666666667,271.3333333333333,20.0,98.66666666666667,26747.666666666668,139.0,0.844952380952381,0.9995555555555555,0.278,26747.666666666668,1.0
114,0.1,0.5,3000.0,0.2,708.6666666666666,41.333333333333336,71.0,1738.0,12.0,19.666666666666668,98.33333333333333,16358.333333333334,88.33333333333333,0.9931428571428571,0.9448888888888889,0.17666666666666667,16358.333333333334,1.0
115,0.1,0.5,3000.0,0.4,716.3333333333334,33.666666666666664,76.66666666666667,1724.3333333333333,25.666666666666668,20.0,97.66666666666667,18550.0,98.0,0.9853333333333333,0.9551111111111111,0.196,18550.0,1.0
116,0.1,0.5,3000.0,0.6,724.3333333333334,25.666666666666668,87.33333333333333,1711.6666666666667,38.333333333333336,20.0,97.66666666666667,21289.333333333332,114.0,0.9780952380952381,0.9657777777777778,0.228,21289.333333333332,1.0
117,0.1,0.5,3000.0,0.7,725.3333333333334,24.666666666666668,96.0,1688.3333333333333,61.666666666666664,20.0,97.0,22915.0,116.0,0.9647619047619047,0.9671111111111111,0.232,22915.0,1.0
118,0.1,0.5,3000.0,0.8,734.0,16.0,103.33333333333333,1679.3333333333333,70.66666666666667,20.0,97.66666666666667,24789.0,123.33333333333333,0.9596190476190476,0.9786666666666667,0.24666666666666665,24789.0,1.0
119,0.1,0.5,3000.0,1.0,750.0,0.0,128.66666666666666,1655.3333333333333,94.66666666666667,20.0,99.0,28961.333333333332,142.66666666666666,0.9459047619047619,1.0,0.2853333333333333,28961.333333333332,1.0
120,0.1,0.5,10000.0,0.2,736.0,14.0,69.0,1745.3333333333333,4.666666666666667,20.0,97.33333333333333,16911.333333333332,88.66666666666667,0.9973333333333333,0.9813333333333333,0.17733333333333334,16911.333333333332,1.0
121,0.1,0.5,10000.0,0.4,734.3333333333334,15.666666666666666,76.33333333333333,1743.3333333333333,6.666666666666667,20.0,96.66666666666667,19025.0,95.0,0.9961904761904762,0.9791111111111112,0.19,19025.0,1.0
122,0.1,0.5,10000.0,0.6,740.6666666666666,9.333333333333334,90.66666666666667,1739.6666666666667,10.333333333333334,20.0,98.0,21679.666666666668,111.33333333333333,0.9940952380952381,0.9875555555555555,0.22266666666666665,21679.666666666668,1.0
