,gfp_copy,codon,bind_rate,ATA_charged,ATA_uncharged,GFP,TTT_charged,TTT_uncharged,__GFP_rbs,__cellularProtein_rbs,cellularProtein,free ribosome,cellularProtein_max,cellularProtein_norm
106,10,0.5,100000.0,239.33333333333334,510.6666666666667,401.0,966.3333333333334,783.6666666666666,10.0,98.33333333333333,38628.333333333336,185.66666666666666,38761.0,0.9965773156867298
107,10,0.5,300000.0,170.66666666666666,579.3333333333334,449.0,906.0,844.0,9.666666666666666,96.0,42701.666666666664,64.33333333333333,42853.333333333336,0.9964607965152457
108,10,0.7,1000.0,738.0,12.0,11.0,1727.6666666666667,22.333333333333332,10.0,100.0,1024.3333333333333,498.0,1058.3333333333333,0.9678740157480314
109,10,0.7,3000.0,717.3333333333334,32.666666666666664,32.333333333333336,1698.6666666666667,51.333333333333336,10.0,100.0,3051.3333333333335,491.6666666666667,3082.3333333333335,0.9899426841137666
110,10,0.7,10000.0,633.3333333333334,116.66666666666667,108.66666666666667,1581.3333333333333,168.66666666666666,10.0,100.0,9588.333333333334,470.3333333333333,9628.0,0.9958800720121868
111,10,0.7,30000.0,431.0,319.0,246.66666666666666,1268.6666666666667,481.3333333333333,10.0,98.66666666666667,23686.0,389.6666666666667,23731.666666666668,0.9980757075637333
112,10,0.7,100000.0,223.33333333333334,526.6666666666666,420.3333333333333,951.3333333333334,798.6666666666666,9.666666666666666,97.66666666666667,38650.666666666664,187.66666666666666,38732.333333333336,0.9978915118290488
113,10,0.7,300000.0,174.66666666666666,575.3333333333334,450.6666666666667,879.0,871.0,10.0,97.0,42757.333333333336,77.0,42855.0,0.9977209971609692
114,10,0.9,1000.0,742.0,8.0,11.333333333333334,1735.3333333333333,14.666666666666666,10.0,100.0,1007.6666666666666,498.0,1067.6666666666667,0.9438026849828285
115,10,0.9,3000.0,716.3333333333334,33.666666666666664,34.333333333333336,1701.3333333333333,48.666666666666664,10.0,99.66666666666667,3011.0,491.6666666666667,3046.0,0.9885095206828628
116,10,0.9,10000.0,638.3333333333334,111.66666666666667,101.66666666666667,1565.3333333333333,184.66666666666666,10.0,100.0,9579.0,470.0,9656.666666666666,0.9919571971004488
117,10,0.9,30000.0,426.6666666666667,323.3333333333333,255.0,1264.3333333333333,485.6666666666667,10.0,99.66666666666667,23653.333333333332,393.6666666666667,23755.666666666668,0.9956922558828069
118,10,0.9,100000.0,240.0,510.0,405.6666666666667,967.3333333333334,782.6666666666666,10.0,96.66666666666667,38692.0,191.0,38736.666666666664,0.9988469150675502
119,10,0.9,300000.0,176.33333333333334,573.6666666666666,441.3333333333333,836.3333333333334,913.6666666666666,10.0,94.66666666666667,42813.666666666664,69.33333333333333,42848.666666666664,0.9991831717828638
120,20,0.1,1000.0,738.3333333333334,11.666666666666666,48.666666666666664,1738.3333333333333,11.666666666666666,20.0,100.0,1047.0,498.0,1057.3333333333333,0.9902269861286256
121,20,0.1,3000.0,718.3333333333334,31.666666666666668,120.33333333333333,1689.0,61.0,20.0,100.0,3009.0,492.0,3040.6666666666665,0.9895856171892129
122,20,0.1,10000.0,609.3333333333334,140.66666666666666,373.3333333333333,1563.3333333333333,186.66666666666666,20.0,99.66666666666667,9596.666666666666,466.0,9653.333333333334,0.9941298342541435
123,20,0.1,30000.0,437.3333333333333,312.6666666666667,960.6666666666666,1276.3333333333333,473.6666666666667,20.0,99.0,23557.666666666668,392.3333333333333,23802.666666666668,0.9897070356262604
124,20,0.1,100000.0,227.33333333333334,522.6666666666666,1550.6666666666667,1026.0,724.0,20.0,98.33333333333333,38039.333333333336,201.33333333333334,38727.666666666664,0.9822263153817685
125,20,0.1,300000.0,182.66666666666666,567.3333333333334,1693.0,936.3333333333334,813.6666666666666,19.0,94.66666666666667,41882.0,72.66666666666667,42859.0,0.9772043211460837
126,20,0.3,1000.0,729.6666666666666,20.333333333333332,39.0,1727.3333333333333,22.666666666666668,20.0,99.66666666666667,1046.0,495.6666666666667,1057.3333333333333,0.989281210592686
127,20,0.3,3000.0,704.0,46.0,130.33333333333334,1676.6666666666667,73.33333333333333,20.0,100.0,3065.6666666666665,489.3333333333333,3065.6666666666665,1.0
