,gfp_rbs_foldx,codon,charging_rate,speed,ATA_charged,ATA_uncharged,GFP,TTT_charged,TTT_uncharged,__GFP_rbs,__cellularProtein_rbs,cellularProtein,free ribosome,TTT_charged_perc,ATA_charged_perc,free_ribosome_perc,cellularProtein_max,cellularProtein_norm
41,0.1,0.3,30.0,1.0,103.66666666666667,646.3333333333334,8.666666666666666,193.0,1557.0,10.0,97.0,6333.666666666667,34.333333333333336,0.11028571428571429,0.13822222222222222,0.06866666666666667,6333.666666666667,1.0
42,0.1,0.3,30.0,2.0,36.333333333333336,713.6666666666666,8.333333333333334,126.0,1624.0,10.0,97.66666666666667,6733.0,25.333333333333332,0.072,0.04844444444444445,0.050666666666666665,6733.0,1.0
43,0.1,0.3,30.0,4.0,22.666666666666668,727.3333333333334,8.666666666666666,55.333333333333336,1694.6666666666667,10.0,97.0,6954.666666666667,31.0,0.03161904761904762,0.030222222222222223,0.062,6954.666666666667,1.0
44,0.1,0.3,30.0,8.0,11.0,739.0,7.666666666666667,28.666666666666668,1721.3333333333333,10.0,97.66666666666667,7069.0,36.0,0.01638095238095238,0.014666666666666666,0.072,7069.0,1.0
45,0.1,0.3,100.0,0.5,363.6666666666667,386.3333333333333,15.333333333333334,851.6666666666666,898.3333333333334,10.0,95.66666666666667,12733.666666666666,65.0,0.48666666666666664,0.4848888888888889,0.13,12733.666666666666,1.0
46,0.1,0.3,100.0,1.0,258.0,492.0,17.0,552.0,1198.0,10.0,97.66666666666667,16605.0,72.66666666666667,0.31542857142857145,0.344,0.14533333333333334,16605.0,1.0
47,0.1,0.3,100.0,2.0,147.0,603.0,22.666666666666668,328.0,1422.0,10.0,98.33333333333333,19740.0,94.66666666666667,0.18742857142857142,0.196,0.18933333333333335,19740.0,1.0
48,0.1,0.3,100.0,4.0,99.0,651.0,22.0,191.66666666666666,1558.3333333333333,10.0,96.66666666666667,21897.0,109.0,0.10952380952380952,0.132,0.218,21897.0,1.0
49,0.1,0.3,100.0,8.0,53.0,697.0,23.0,112.0,1638.0,10.0,99.0,23201.666666666668,109.66666666666667,0.064,0.07066666666666667,0.21933333333333335,23201.666666666668,1.0
50,0.1,0.3,300.0,0.5,559.0,191.0,19.666666666666668,1307.0,443.0,10.0,97.0,18631.333333333332,101.66666666666667,0.7468571428571429,0.7453333333333333,0.20333333333333334,18631.333333333332,1.0
51,0.1,0.3,300.0,1.0,465.0,285.0,26.666666666666668,1109.6666666666667,640.3333333333334,10.0,97.66666666666667,27841.666666666668,144.33333333333334,0.6340952380952382,0.62,0.2886666666666667,27841.666666666668,1.0
52,0.1,0.3,300.0,2.0,377.0,373.0,33.333333333333336,832.6666666666666,917.3333333333334,10.0,98.33333333333333,37950.333333333336,180.33333333333334,0.4758095238095238,0.5026666666666667,0.3606666666666667,37950.333333333336,1.0
53,0.1,0.3,300.0,4.0,277.3333333333333,472.6666666666667,44.333333333333336,616.0,1134.0,10.0,99.0,47576.333333333336,238.66666666666666,0.352,0.36977777777777776,0.47733333333333333,47586.0,0.99979685902016
54,0.1,0.3,300.0,8.0,192.66666666666666,557.3333333333334,48.333333333333336,440.0,1310.0,10.0,98.33333333333333,55934.333333333336,270.6666666666667,0.25142857142857145,0.2568888888888889,0.5413333333333333,55934.333333333336,1.0
55,0.1,0.3,1000.0,0.5,687.6666666666666,62.333333333333336,24.333333333333332,1591.0,159.0,10.0,97.33333333333333,21881.333333333332,109.33333333333333,0.9091428571428571,0.9168888888888889,0.21866666666666665,21881.333333333332,1.0
56,0.1,0.3,1000.0,1.0,641.3333333333334,108.66666666666667,33.0,1493.0,257.0,10.0,98.33333333333333,34805.0,164.33333333333334,0.8531428571428571,0.8551111111111112,0.32866666666666666,34820.333333333336,0.999559644269153
57,0.1,0.3,1000.0,2.0,603.0,147.0,43.0,1391.0,359.0,10.0,98.66666666666667,50113.666666666664,249.66666666666666,0.7948571428571428,0.804,0.4993333333333333,50113.666666666664,1.0
58,0.1,0.3,1000.0,4.0,551.3333333333334,198.66666666666666,59.333333333333336,1286.6666666666667,463.3333333333333,10.0,98.0,65597.0,319.0,0.7352380952380952,0.7351111111111112,0.638,65656.0,0.9991013768734007
59,0.1,0.3,1000.0,8.0,512.3333333333334,237.66666666666666,72.66666666666667,1175.0,575.0,10.0,99.66666666666667,78942.66666666667,379.0,0.6714285714285714,0.6831111111111111,0.758,78942.66666666667,1.0
60,0.1,0.3,3000.0,0.5,724.6666666666666,25.333333333333332,21.666666666666668,1693.6666666666667,56.333333333333336,10.0,98.33333333333333,22932.333333333332,124.0,0.9678095238095239,0.9662222222222222,0.248,22932.333333333332,1.0
61,0.1,0.3,3000.0,1.0,713.6666666666666,36.333333333333336,36.0,1662.6666666666667,87.33333333333333,10.0,98.0,37128.333333333336,180.66666666666666,0.9500952380952381,0.9515555555555555,0.36133333333333334,37128.333333333336,1.0
62,0.1,0.3,3000.0,2.0,694.6666666666666,55.333333333333336,49.666666666666664,1635.0,115.0,10.0,99.33333333333333,53984.666666666664,274.0,0.9342857142857143,0.9262222222222222,0.548,54023.0,0.9992904256828881
63,0.1,0.3,3000.0,4.0,671.6666666666666,78.33333333333333,64.33333333333333,1593.3333333333333,156.66666666666666,10.0,99.33333333333333,70491.33333333333,340.6666666666667,0.9104761904761904,0.8955555555555555,0.6813333333333333,70491.33333333333,1.0
64,0.1,0.3,3000.0,8.0,655.6666666666666,94.33333333333333,82.66666666666667,1546.0,204.0,10.0,99.66666666666667,83397.33333333333,400.6666666666667,0.8834285714285715,0.8742222222222221,0.8013333333333333,83561.33333333333,0.9980373697563466
65,0.1,0.3,10000.0,0.5,742.0,8.0,25.333333333333332,1734.6666666666667,15.333333333333334,10.0,98.0,23312.0,114.33333333333333,0.9912380952380953,0.9893333333333333,0.22866666666666666,23344.666666666668,0.9986006796698745
66,0.1,0.3,10000.0,1.0,736.3333333333334,13.666666666666666,36.333333333333336,1725.3333333333333,24.666666666666668,10.0,97.66666666666667,37988.0,197.66666666666666,0.9859047619047618,0.9817777777777779,0.3953333333333333,38000.0,0.9996842105263158
67,0.1,0.3,10000.0,2.0,731.0,19.0,46.666666666666664,1712.6666666666667,37.333333333333336,10.0,98.33333333333333,55362.0,280.3333333333333,0.9786666666666667,0.9746666666666667,0.5606666666666666,55362.0,1.0
68,0.1,0.3,10000.0,4.0,728.3333333333334,21.666666666666668,71.33333333333333,1705.3333333333333,44.666666666666664,10.0,98.33333333333333,71795.66666666667,356.0,0.9744761904761904,0.9711111111111111,0.712,71923.66666666667,0.9982203354482299
69,0.1,0.3,10000.0,8.0,725.0,25.0,75.66666666666667,1697.3333333333333,52.666666666666664,10.0,99.66666666666667,84798.66666666667,418.6666666666667,0.9699047619047618,0.9666666666666667,0.8373333333333334,84798.66666666667,1.0
70,0.1,0.5,10.0,0.5,42.0,708.0,4.333333333333333,230.33333333333334,1519.6666666666667,10.0,100.0,2005.6666666666667,2.0,0.13161904761904764,0.056,0.004,2005.6666666666667,1.0
71,0.1,0.5,10.0,1.0,17.666666666666668,732.3333333333334,3.0,211.0,1539.0,10.0,98.0,2044.3333333333333,7.333333333333333,0.12057142857142857,0.02355555555555556,0.014666666666666666,2044.3333333333333,1.0
72,0.1,0.5,10.0,2.0,9.666666666666666,740.3333333333334,4.333333333333333,132.33333333333334,1617.6666666666667,10.0,98.0,2078.6666666666665,7.666666666666667,0.07561904761904763,0.012888888888888889,0.015333333333333334,2081.3333333333335,0.9987187700192183
73,0.1,0.5,10.0,4.0,2.3333333333333335,747.6666666666666,3.3333333333333335,120.0,1630.0,10.0,98.33333333333333,2103.6666666666665,6.0,0.06857142857142857,0.0031111111111111114,0.012,2103.6666666666665,1.0
74,0.1,0.5,10.0,8.0,2.0,748.0,4.333333333333333,111.0,1639.0,10.0,96.66666666666667,2123.3333333333335,9.333333333333334,0.06342857142857143,0.0026666666666666666,0.018666666666666668,2123.3333333333335,1.0
75,0.1,0.5,30.0,0.5,155.66666666666666,594.3333333333334,7.666666666666667,366.3333333333333,1383.6666666666667,10.0,97.66666666666667,5644.666666666667,29.333333333333332,0.20933333333333332,0.20755555555555555,0.058666666666666666,5646.0,0.9997638446097533
76,0.1,0.5,30.0,1.0,98.33333333333333,651.6666666666666,10.0,171.33333333333334,1578.6666666666667,10.0,95.0,6338.666666666667,40.0,0.09790476190476191,0.1311111111111111,0.08,6338.666666666667,1.0
77,0.1,0.5,30.0,2.0,45.0,705.0,9.0,99.33333333333333,1650.6666666666667,10.0,98.0,6743.666666666667,29.666666666666668,0.056761904761904756,0.06,0.059333333333333335,6743.666666666667,1.0
78,0.1,0.5,30.0,4.0,20.666666666666668,729.3333333333334,10.333333333333334,63.0,1687.0,10.0,98.0,6949.666666666667,33.0,0.036,0.02755555555555556,0.066,6953.666666666667,0.9994247639135229
79,0.1,0.5,30.0,8.0,13.666666666666666,736.3333333333334,8.0,30.666666666666668,1719.3333333333333,10.0,98.0,7064.333333333333,34.0,0.017523809523809525,0.018222222222222223,0.068,7068.0,0.9994812299566119
80,0.1,0.5,100.0,0.5,360.6666666666667,389.3333333333333,13.0,840.0,910.0,10.0,97.33333333333333,12736.666666666666,59.0,0.48,0.4808888888888889,0.118,12736.666666666666,1.0
81,0.1,0.5,100.0,1.0,257.0,493.0,17.666666666666668,559.6666666666666,1190.3333333333333,10.0,96.66666666666667,16607.333333333332,74.0,0.31980952380952377,0.3426666666666667,0.148,16607.333333333332,1.0
82,0.1,0.5,100.0,2.0,151.66666666666666,598.3333333333334,22.0,338.0,1412.0,10.0,98.33333333333333,19736.0,96.0,0.19314285714285714,0.20222222222222222,0.192,19736.0,1.0
83,0.1,0.5,100.0,4.0,90.0,660.0,23.0,182.0,1568.0,10.0,96.66666666666667,21894.0,112.33333333333333,0.104,0.12,0.22466666666666665,21894.0,1.0
84,0.1,0.5,100.0,8.0,57.333333333333336,692.6666666666666,24.333333333333332,89.33333333333333,1660.6666666666667,10.0,98.33333333333333,23217.0,123.33333333333333,0.05104761904761904,0.07644444444444445,0.24666666666666665,23217.0,1.0
85,0.1,0.5,300.0,0.5,557.3333333333334,192.66666666666666,18.666666666666668,1307.0,443.0,10.0,97.33333333333333,18631.333333333332,103.33333333333333,0.7468571428571429,0.7431111111111112,0.20666666666666667,18631.333333333332,1.0
86,0.1,0.5,300.0,1.0,463.6666666666667,286.3333333333333,22.666666666666668,1122.3333333333333,627.6666666666666,10.0,99.0,27863.333333333332,143.66666666666666,0.6413333333333333,0.6182222222222222,0.28733333333333333,27863.333333333332,1.0
87,0.1,0.5,300.0,2.0,366.3333333333333,383.6666666666667,36.0,870.0,880.0,10.0,98.66666666666667,37932.0,184.66666666666666,0.49714285714285716,0.4884444444444444,0.3693333333333333,37941.666666666664,0.9997452229299364
88,0.1,0.5,300.0,4.0,279.0,471.0,45.333333333333336,630.0,1120.0,10.0,98.33333333333333,47648.333333333336,234.66666666666666,0.36,0.372,0.4693333333333333,47648.333333333336,1.0
89,0.1,0.5,300.0,8.0,183.33333333333334,566.6666666666666,47.333333333333336,456.6666666666667,1293.3333333333333,10.0,99.33333333333333,55987.666666666664,276.0,0.26095238095238094,0.24444444444444446,0.552,55987.666666666664,1.0
90,0.1,0.5,1000.0,0.5,680.0,70.0,19.333333333333332,1604.3333333333333,145.66666666666666,10.0,98.33333333333333,21852.333333333332,121.66666666666667,0.9167619047619047,0.9066666666666666,0.24333333333333335,21872.666666666668,0.9990703770306927
91,0.1,0.5,1000.0,1.0,651.0,99.0,33.0,1482.6666666666667,267.3333333333333,10.0,98.0,34773.666666666664,169.0,0.8472380952380952,0.868,0.338,34773.666666666664,1.0
92,0.1,0.5,1000.0,2.0,609.0,141.0,43.333333333333336,1412.0,338.0,10.0,98.0,50155.0,259.0,0.8068571428571428,0.812,0.518,50155.0,1.0
93,0.1,0.5,1000.0,4.0,542.0,208.0,62.0,1280.3333333333333,469.6666666666667,10.0,99.33333333333333,65610.66666666667,316.3333333333333,0.7316190476190476,0.7226666666666667,0.6326666666666666,65619.66666666667,0.999862845996373
94,0.1,0.5,1000.0,8.0,495.6666666666667,254.33333333333334,72.66666666666667,1162.3333333333333,587.6666666666666,10.0,100.0,78925.33333333333,373.6666666666667,0.6641904761904761,0.6608888888888889,0.7473333333333334,78947.0,0.9997255542748088
95,0.1,0.5,3000.0,0.5,727.6666666666666,22.333333333333332,24.0,1700.0,50.0,10.0,97.33333333333333,22938.333333333332,116.66666666666667,0.9714285714285714,0.9702222222222222,0.23333333333333334,22957.666666666668,0.9991578702829845
96,0.1,0.5,3000.0,1.0,712.0,38.0,36.0,1658.3333333333333,91.66666666666667,10.0,98.33333333333333,37117.666666666664,182.66666666666666,0.9476190476190476,0.9493333333333334,0.3653333333333333,37173.666666666664,0.9984935572672411
97,0.1,0.5,3000.0,2.0,694.0,56.0,51.666666666666664,1624.0,126.0,10.0,99.66666666666667,54068.0,260.3333333333333,0.928,0.9253333333333333,0.5206666666666666,54068.0,1.0
98,0.1,0.5,3000.0,4.0,672.3333333333334,77.66666666666667,64.66666666666667,1575.0,175.0,10.0,100.0,70410.33333333333,332.0,0.9,0.8964444444444445,0.664,70410.33333333333,1.0
99,0.1,0.5,3000.0,8.0,655.3333333333334,94.66666666666667,80.0,1550.0,200.0,10.0,99.33333333333333,83606.33333333333,402.3333333333333,0.8857142857142857,0.8737777777777779,0.8046666666666666,83606.33333333333,1.0
100,0.1,0.5,10000.0,0.5,742.0,8.0,21.666666666666668,1733.0,17.0,10.0,98.0,23359.0,122.0,0.9902857142857143,0.9893333333333333,0.244,23359.0,1.0
101,0.1,0.5,10000.0,1.0,735.0,15.0,34.333333333333336,1721.0,29.0,10.0,98.66666666666667,38022.333333333336,196.0,0.9834285714285714,0.98,0.392,38022.333333333336,1.0
102,0.1,0.5,10000.0,2.0,735.6666666666666,14.333333333333334,49.333333333333336,1711.3333333333333,38.666666666666664,10.0,99.0,55336.333333333336,277.0,0.9779047619047618,0.9808888888888888,0.554,55336.333333333336,1.0
103,0.1,0.5,10000.0,4.0,728.0,22.0,69.66666666666667,1710.3333333333333,39.666666666666664,10.0,99.66666666666667,71975.0,363.0,0.9773333333333333,0.9706666666666667,0.726,71975.0,1.0
104,0.1,0.5,10000.0,8.0,730.0,20.0,80.33333333333333,1686.3333333333333,63.666666666666664,10.0,99.33333333333333,84778.66666666667,417.6666666666667,0.9636190476190476,0.9733333333333334,0.8353333333333334,84818.66666666667,0.9995284056968592
105,0.1,0.7,10.0,0.5,43.0,707.0,2.0,221.0,1529.0,10.0,99.66666666666667,2004.0,0.0,0.12628571428571428,0.05733333333333333,0.0,2005.0,0.9995012468827931
106,0.1,0.7,10.0,1.0,19.666666666666668,730.3333333333334,2.6666666666666665,201.66666666666666,1548.3333333333333,10.0,99.0,2041.3333333333333,4.0,0.11523809523809524,0.026222222222222223,0.008,2044.3333333333333,0.9985325289417903
107,0.1,0.7,10.0,2.0,9.666666666666666,740.3333333333334,4.333333333333333,162.66666666666666,1587.3333333333333,10.0,97.66666666666667,2082.3333333333335,8.333333333333334,0.09295238095238095,0.012888888888888889,0.016666666666666666,2082.3333333333335,1.0
108,0.1,0.7,10.0,4.0,4.666666666666667,745.3333333333334,5.333333333333333,121.66666666666667,1628.3333333333333,10.0,97.66666666666667,2099.6666666666665,6.666666666666667,0.06952380952380953,0.006222222222222223,0.013333333333333334,2107.6666666666665,0.996204333386051
109,0.1,0.7,10.0,8.0,2.0,748.0,4.666666666666667,109.66666666666667,1640.3333333333333,10.0,98.66666666666667,2119.3333333333335,6.333333333333333,0.06266666666666668,0.0026666666666666666,0.012666666666666666,2119.3333333333335,1.0
110,0.1,0.7,30.0,0.5,136.66666666666666,613.3333333333334,7.333333333333333,388.6666666666667,1361.3333333333333,10.0,95.66666666666667,5643.333333333333,25.0,0.2220952380952381,0.1822222222222222,0.05,5648.0,0.9991737488196412
111,0.1,0.7,30.0,1.0,90.33333333333333,659.6666666666666,6.666666666666667,195.0,1555.0,10.0,98.0,6338.666666666667,37.0,0.11142857142857143,0.12044444444444444,0.074,6338.666666666667,1.0
112,0.1,0.7,30.0,2.0,44.0,706.0,8.333333333333334,102.0,1648.0,10.0,97.0,6743.0,28.666666666666668,0.05828571428571429,0.058666666666666666,0.05733333333333333,6743.0,1.0
113,0.1,0.7,30.0,4.0,22.0,728.0,8.333333333333334,63.666666666666664,1686.3333333333333,10.0,97.0,6952.666666666667,34.333333333333336,0.03638095238095238,0.029333333333333333,0.06866666666666667,6955.666666666667,0.9995686969856712
114,0.1,0.7,30.0,8.0,8.333333333333334,741.6666666666666,8.333333333333334,33.0,1717.0,10.0,95.66666666666667,7071.333333333333,31.666666666666668,0.018857142857142857,0.011111111111111112,0.06333333333333334,7071.333333333333,1.0
115,0.1,0.7,100.0,0.5,355.3333333333333,394.6666666666667,15.0,832.6666666666666,917.3333333333334,10.0,97.33333333333333,12724.333333333334,62.0,0.4758095238095238,0.47377777777777774,0.124,12724.333333333334,1.0
116,0.1,0.7,100.0,1.0,241.66666666666666,508.3333333333333,20.666666666666668,540.0,1210.0,10.0,98.0,16603.666666666668,79.66666666666667,0.30857142857142855,0.3222222222222222,0.15933333333333335,16603.666666666668,1.0
117,0.1,0.7,100.0,2.0,150.33333333333334,599.6666666666666,21.0,353.0,1397.0,10.0,97.66666666666667,19734.0,98.0,0.2017142857142857,0.20044444444444445,0.196,19734.0,1.0
118,0.1,0.7,100.0,4.0,101.0,649.0,20.666666666666668,202.66666666666666,1547.3333333333333,10.0,95.33333333333333,21902.666666666668,116.66666666666667,0.1158095238095238,0.13466666666666666,0.23333333333333334,21902.666666666668,1.0
119,0.1,0.7,100.0,8.0,49.0,701.0,24.0,114.66666666666667,1635.3333333333333,10.0,98.0,23206.333333333332,115.33333333333333,0.06552380952380953,0.06533333333333333,0.23066666666666666,23206.333333333332,1.0
