,gfp_rbs_foldx,codon,charging_rate,ecol,ATA_charged,ATA_uncharged,GFP,TTT_charged,TTT_uncharged,__GFP_rbs,__cellularProtein_rbs,cellularProtein,free ribosome,TTT_charged_perc,ATA_charged_perc,free_ribosome_perc,cellularProtein_max,cellularProtein_norm
0,0.1,0.1,10.0,0.2,8.666666666666666,741.3333333333334,2.3333333333333335,1561.0,189.0,10.0,98.33333333333333,522.0,5.0,0.892,0.011555555555555555,0.01,524.0,0.9961832061068703
1,0.1,0.1,10.0,0.4,9.0,741.0,2.6666666666666665,1413.3333333333333,336.6666666666667,10.0,100.0,1000.0,0.3333333333333333,0.8076190476190476,0.012,0.0006666666666666666,1000.0,1.0
2,0.1,0.1,10.0,0.6,6.666666666666667,743.3333333333334,2.6666666666666665,621.0,1129.0,10.0,97.33333333333333,1518.3333333333333,3.3333333333333335,0.35485714285714287,0.008888888888888889,0.006666666666666667,1518.3333333333333,1.0
3,0.1,0.1,10.0,0.72,54.333333333333336,695.6666666666666,3.3333333333333335,20.333333333333332,1729.6666666666667,10.0,95.66666666666667,2083.0,9.666666666666666,0.011619047619047619,0.07244444444444445,0.01933333333333333,2088.6666666666665,0.9972869454197256
4,0.1,0.1,10.0,0.73,104.0,646.0,4.0,20.0,1730.0,10.0,97.33333333333333,2044.0,7.666666666666667,0.011428571428571429,0.13866666666666666,0.015333333333333334,2050.3333333333335,0.9969110713705088
5,0.1,0.1,10.0,0.8,331.3333333333333,418.6666666666667,3.0,18.0,1732.0,10.0,100.0,2000.0,0.0,0.010285714285714285,0.44177777777777777,0.0,2000.0,1.0
6,0.1,0.1,10.0,1.0,750.0,0.0,3.0,18.666666666666668,1731.3333333333333,10.0,100.0,1500.0,0.0,0.010666666666666668,1.0,0.0,1500.0,1.0
7,0.1,0.1,30.0,0.2,21.666666666666668,728.3333333333334,2.6666666666666665,1565.6666666666667,184.33333333333334,10.0,100.0,2498.6666666666665,0.3333333333333333,0.8946666666666667,0.02888888888888889,0.0006666666666666666,2499.0,0.9998666133119914
8,0.1,0.1,30.0,0.4,25.666666666666668,724.3333333333334,4.666666666666667,1281.3333333333333,468.6666666666667,10.0,95.66666666666667,3477.6666666666665,14.666666666666666,0.7321904761904762,0.03422222222222222,0.029333333333333333,3477.6666666666665,1.0
9,0.1,0.1,30.0,0.6,23.666666666666668,726.3333333333334,7.333333333333333,662.3333333333334,1087.6666666666667,10.0,96.66666666666667,5164.666666666667,29.666666666666668,0.3784761904761905,0.03155555555555556,0.059333333333333335,5164.666666666667,1.0
10,0.1,0.1,30.0,0.72,101.0,649.0,6.666666666666667,66.66666666666667,1683.3333333333333,10.0,98.33333333333333,6733.666666666667,36.0,0.0380952380952381,0.13466666666666666,0.072,6733.666666666667,1.0
11,0.1,0.1,30.0,0.73,130.0,620.0,11.0,67.33333333333333,1682.6666666666667,10.0,97.33333333333333,6664.0,30.666666666666668,0.038476190476190476,0.17333333333333334,0.06133333333333334,6664.0,1.0
12,0.1,0.1,30.0,0.8,300.3333333333333,449.6666666666667,10.333333333333334,61.0,1689.0,10.0,98.0,6083.666666666667,23.0,0.03485714285714286,0.40044444444444444,0.046,6083.666666666667,1.0
13,0.1,0.1,30.0,1.0,750.0,0.0,7.0,59.333333333333336,1690.6666666666667,10.0,97.0,4903.0,47.333333333333336,0.0339047619047619,1.0,0.09466666666666668,4906.333333333333,0.9993206060194307
14,0.1,0.1,100.0,0.2,82.0,668.0,11.333333333333334,1567.0,183.0,10.0,95.33333333333333,8191.666666666667,41.333333333333336,0.8954285714285715,0.10933333333333334,0.08266666666666667,8191.666666666667,1.0
15,0.1,0.1,100.0,0.4,75.66666666666667,674.3333333333334,13.0,1313.6666666666667,436.3333333333333,10.0,95.66666666666667,10933.0,51.666666666666664,0.7506666666666667,0.10088888888888889,0.10333333333333333,10933.666666666666,0.9999390262491997
