,gfp_rbs_foldx,codon,charging_rate,ATA_charged,ATA_uncharged,GFP,TTT_charged,TTT_uncharged,__GFP_rbs,__cellularProtein_rbs,cellularProtein,free ribosome,cellularProtein_max,cellularProtein_norm
105,10.0,0.7,50.0,0.2142222222222222,589.3333333333334,1473.6666666666667,0.4860952380952381,899.3333333333334,10.0,94.66666666666667,14061.0,0.07466666666666667,14395.333333333334,0.9767748807483907
106,10.0,0.7,100.0,0.39022222222222225,457.3333333333333,2237.0,0.5956190476190476,707.6666666666666,9.666666666666666,94.33333333333333,22044.0,0.10933333333333332,22564.0,0.9769544407020032
107,10.0,0.7,250.0,0.6342222222222222,274.3333333333333,3235.3333333333335,0.7824761904761904,380.6666666666667,10.0,96.33333333333333,31891.333333333332,0.138,32629.0,0.9773922992838681
108,10.0,0.7,500.0,0.8097777777777778,142.66666666666666,3707.6666666666665,0.868952380952381,229.33333333333334,9.666666666666666,98.66666666666667,36901.666666666664,0.20066666666666666,37704.666666666664,0.9787029014976042
109,10.0,0.7,1000.0,0.9022222222222221,73.33333333333333,4027.6666666666665,0.9285714285714286,125.0,10.0,97.33333333333333,39846.333333333336,0.20133333333333334,40722.0,0.9784964720134899
110,10.0,0.7,5000.0,0.976,18.0,4262.333333333333,0.9845714285714285,27.0,9.666666666666666,98.0,42468.333333333336,0.20533333333333334,43356.0,0.979526094043116
111,10.0,0.9,50.0,0.21866666666666668,586.0,1504.6666666666667,0.48228571428571426,906.0,10.0,97.66666666666667,14229.666666666666,0.07066666666666667,14395.333333333334,0.9884916408095216
112,10.0,0.9,100.0,0.39822222222222226,451.3333333333333,2289.3333333333335,0.6100952380952381,682.3333333333334,9.666666666666666,98.0,22240.0,0.114,22567.0,0.9855098152169096
113,10.0,0.9,250.0,0.6262222222222222,280.3333333333333,3258.6666666666665,0.7782857142857142,388.0,9.666666666666666,97.0,32088.0,0.156,32627.0,0.9834799399270543
114,10.0,0.9,500.0,0.7946666666666666,154.0,3794.6666666666665,0.868952380952381,229.33333333333334,9.0,98.33333333333333,37035.333333333336,0.17866666666666667,37692.0,0.9825780890728361
115,10.0,0.9,1000.0,0.8831111111111112,87.66666666666667,4004.0,0.9260952380952382,129.33333333333334,9.666666666666666,95.66666666666667,40052.0,0.20266666666666666,40721.0,0.9835711303749908
116,10.0,0.9,5000.0,0.976,18.0,4303.666666666667,0.9805714285714285,34.0,10.0,97.0,42625.0,0.19066666666666665,43374.0,0.9827315903536681
117,30.0,0.3,50.0,0.18755555555555553,609.3333333333334,3616.0,0.5579047619047619,773.6666666666666,9.333333333333334,95.0,12688.666666666666,0.054,14391.666666666666,0.881667631731326
118,30.0,0.3,100.0,0.36933333333333335,473.0,5721.0,0.6411428571428571,628.0,8.666666666666666,98.0,20145.333333333332,0.09733333333333333,22558.0,0.8930460738245116
119,30.0,0.3,250.0,0.6302222222222222,277.3333333333333,8475.333333333334,0.7811428571428571,383.0,9.666666666666666,97.33333333333333,29577.0,0.146,32623.0,0.9066302915121234
120,30.0,0.3,500.0,0.7888888888888889,158.33333333333334,9823.0,0.884952380952381,201.33333333333334,8.333333333333334,96.33333333333333,34476.333333333336,0.16733333333333333,37713.0,0.9141763671236267
121,30.0,0.3,1000.0,0.8817777777777779,88.66666666666667,10649.666666666666,0.9314285714285714,120.0,9.0,98.33333333333333,37420.666666666664,0.188,40668.0,0.9201501590111799
122,30.0,0.3,5000.0,0.9724444444444444,20.666666666666668,11385.666666666666,0.988,21.0,9.333333333333334,98.33333333333333,39996.333333333336,0.186,43346.0,0.9227225887817407
123,30.0,0.5,50.0,0.2248888888888889,581.3333333333334,3831.3333333333335,0.49466666666666664,884.3333333333334,9.666666666666666,94.66666666666667,13064.0,0.07266666666666667,14396.333333333334,0.907453286716525
124,30.0,0.5,100.0,0.392,456.0,5994.333333333333,0.6198095238095238,665.3333333333334,9.0,96.33333333333333,20612.666666666668,0.09066666666666667,22559.666666666668,0.913695533326438
125,30.0,0.5,250.0,0.6462222222222223,265.3333333333333,8678.666666666666,0.7986666666666667,352.3333333333333,9.0,97.33333333333333,30080.0,0.15866666666666665,32634.333333333332,0.9217286497860128
126,30.0,0.5,500.0,0.7995555555555555,150.33333333333334,10013.333333333334,0.8693333333333333,228.66666666666666,9.666666666666666,97.33333333333333,34964.666666666664,0.17133333333333334,37717.0,0.9270267165115641
127,30.0,0.5,1000.0,0.8871111111111112,84.66666666666667,10923.0,0.9293333333333333,123.66666666666667,8.666666666666666,94.33333333333333,37840.666666666664,0.18933333333333335,40701.666666666664,0.9297080381638754
128,30.0,0.7,50.0,0.23688888888888887,572.3333333333334,4056.6666666666665,0.4775238095238095,914.3333333333334,9.333333333333334,96.33333333333333,13474.333333333334,0.07133333333333333,14395.333333333334,0.9360209327096745
129,30.0,0.7,100.0,0.37511111111111106,468.6666666666667,6233.666666666667,0.583047619047619,729.6666666666666,8.666666666666666,96.66666666666667,21106.0,0.10466666666666667,22564.0,0.9353837971990782
130,30.0,0.7,250.0,0.6591111111111111,255.66666666666666,8945.666666666666,0.7622857142857142,416.0,9.666666666666666,97.66666666666667,30574.0,0.15133333333333335,32629.0,0.9370192160348156
131,30.0,0.7,500.0,0.8013333333333333,149.0,10332.666666666666,0.8579047619047618,248.66666666666666,10.0,97.66666666666667,35406.333333333336,0.19066666666666665,37704.666666666664,0.939043796523861
132,30.0,0.7,1000.0,0.8884444444444445,83.66666666666667,11097.0,0.9255238095238095,130.33333333333334,9.333333333333334,97.66666666666667,38329.666666666664,0.19,40722.0,0.9412520668598464
133,30.0,0.7,5000.0,0.9791111111111112,15.666666666666666,11938.0,0.9851428571428571,26.0,9.0,96.0,40814.0,0.202,43356.0,0.9413691299935418
134,30.0,0.9,50.0,0.2217777777777778,583.6666666666666,4121.0,0.4502857142857143,962.0,8.333333333333334,97.0,13928.666666666666,0.07533333333333334,14395.333333333334,0.9675820867873847
135,30.0,0.9,100.0,0.39866666666666667,451.0,6339.333333333333,0.5779047619047619,738.6666666666666,8.666666666666666,94.0,21641.0,0.11,22567.0,0.9589666326937564
136,30.0,0.9,250.0,0.6786666666666666,241.0,9075.666666666666,0.7521904761904762,433.6666666666667,9.666666666666666,95.66666666666667,31105.666666666668,0.13933333333333334,32627.0,0.9533719516555819
137,30.0,0.9,500.0,0.8115555555555555,141.33333333333334,10524.333333333334,0.852,259.0,9.333333333333334,98.33333333333333,35900.0,0.18933333333333335,37692.0,0.9524567547490184
138,30.0,0.9,1000.0,0.8968888888888888,77.33333333333333,11304.666666666666,0.9186666666666667,142.33333333333334,9.0,97.66666666666667,38793.666666666664,0.198,40721.0,0.952669793636371
139,30.0,0.9,5000.0,0.98,15.0,11997.666666666666,0.9838095238095238,28.333333333333332,9.666666666666666,97.33333333333333,41336.666666666664,0.18133333333333335,43374.0,0.953028696146693
