,species,protein,codon_comp,tRNA_prop,tRNA_charging_rate
68555,__proteinX_rbs,94.0,30,1,1000000.0
68556,__ribosome,1.5,30,1,1000000.0
68557,proteinX,1500.5,30,1,1000000.0
68558,ATA_charged,99.0,31,1,1000000.0
68559,ATA_uncharged,0.0,31,1,1000000.0
68560,TTT_charged,1.0,31,1,1000000.0
68561,TTT_uncharged,0.0,31,1,1000000.0
68562,__proteinX_rbs,92.0,31,1,1000000.0
68563,__ribosome,2.0,31,1,1000000.0
68564,proteinX,964.0,31,1,1000000.0
68565,ATA_charged,98.5,32,1,1000000.0
68566,ATA_uncharged,0.5,32,1,1000000.0
68567,TTT_charged,0.5,32,1,1000000.0
68568,TTT_uncharged,0.5,32,1,1000000.0
68569,__proteinX_rbs,95.0,32,1,1000000.0
68570,__ribosome,1.5,32,1,1000000.0
68571,proteinX,1418.5,32,1,1000000.0
68572,ATA_charged,99.0,33,1,1000000.0
68573,ATA_uncharged,0.0,33,1,1000000.0
68574,TTT_charged,1.0,33,1,1000000.0
68575,TTT_uncharged,0.0,33,1,1000000.0
68576,__proteinX_rbs,97.0,33,1,1000000.0
68577,__ribosome,3.0,33,1,1000000.0
68578,proteinX,1373.0,33,1,1000000.0
68579,ATA_charged,98.66666666666667,34,1,1000000.0
68580,ATA_uncharged,0.3333333333333333,34,1,1000000.0
68581,TTT_charged,0.6666666666666666,34,1,1000000.0
68582,TTT_uncharged,0.3333333333333333,34,1,1000000.0
68583,__proteinX_rbs,93.0,34,1,1000000.0
68584,__ribosome,0.3333333333333333,34,1,1000000.0
68585,proteinX,1332.3333333333333,34,1,1000000.0
68586,ATA_charged,98.0,35,1,1000000.0
68587,ATA_uncharged,1.0,35,1,1000000.0
68588,TTT_charged,1.0,35,1,1000000.0
68589,TTT_uncharged,0.0,35,1,1000000.0
68590,__proteinX_rbs,93.0,35,1,1000000.0
68591,__ribosome,2.0,35,1,1000000.0
68592,proteinX,1212.0,35,1,1000000.0
68593,ATA_charged,98.75,36,1,1000000.0
68594,ATA_uncharged,0.25,36,1,1000000.0
68595,TTT_charged,0.5,36,1,1000000.0
68596,TTT_uncharged,0.5,36,1,1000000.0
68597,__proteinX_rbs,94.5,36,1,1000000.0
68598,__ribosome,1.0,36,1,1000000.0
68599,proteinX,1261.0,36,1,1000000.0
68600,ATA_charged,99.0,37,1,1000000.0
68601,ATA_uncharged,0.0,37,1,1000000.0
68602,TTT_charged,0.5,37,1,1000000.0
68603,TTT_uncharged,0.5,37,1,1000000.0
68604,__proteinX_rbs,93.0,37,1,1000000.0
68605,__ribosome,1.5,37,1,1000000.0
68606,proteinX,1212.5,37,1,1000000.0
68607,ATA_charged,98.0,38,1,1000000.0
68608,ATA_uncharged,1.0,38,1,1000000.0
68609,TTT_charged,1.0,38,1,1000000.0
68610,TTT_uncharged,0.0,38,1,1000000.0
68611,__proteinX_rbs,94.0,38,1,1000000.0
68612,__ribosome,2.0,38,1,1000000.0
68613,proteinX,1204.0,38,1,1000000.0
68614,ATA_charged,98.0,39,1,1000000.0
68615,ATA_uncharged,1.0,39,1,1000000.0
68616,TTT_charged,1.0,39,1,1000000.0
68617,TTT_uncharged,0.0,39,1,1000000.0
68618,__proteinX_rbs,96.0,39,1,1000000.0
68619,__ribosome,1.0,39,1,1000000.0
68620,proteinX,1151.0,39,1,1000000.0
68621,ATA_charged,99.0,40,1,1000000.0
68622,ATA_uncharged,0.0,40,1,1000000.0
68623,TTT_charged,1.0,40,1,1000000.0
68624,TTT_uncharged,0.0,40,1,1000000.0
68625,__proteinX_rbs,94.5,40,1,1000000.0
68626,__ribosome,0.0,40,1,1000000.0
68627,proteinX,1126.0,40,1,1000000.0
68628,ATA_charged,99.0,41,1,1000000.0
68629,ATA_uncharged,0.0,41,1,1000000.0
68630,TTT_charged,0.6666666666666666,41,1,1000000.0
68631,TTT_uncharged,0.3333333333333333,41,1,1000000.0
68632,__proteinX_rbs,93.33333333333333,41,1,1000000.0
68633,__ribosome,1.0,41,1,1000000.0
68634,proteinX,1116.0,41,1,1000000.0
68635,ATA_charged,99.0,44,1,1000000.0
68636,ATA_uncharged,0.0,44,1,1000000.0
68637,TTT_charged,0.3333333333333333,44,1,1000000.0
68638,TTT_uncharged,0.6666666666666666,44,1,1000000.0
68639,__proteinX_rbs,95.0,44,1,1000000.0
68640,__ribosome,1.0,44,1,1000000.0
68641,proteinX,1033.6666666666667,44,1,1000000.0
68642,ATA_charged,99.0,45,1,1000000.0
68643,ATA_uncharged,0.0,45,1,1000000.0
68644,TTT_charged,1.0,45,1,1000000.0
68645,TTT_uncharged,0.0,45,1,1000000.0
68646,__proteinX_rbs,95.0,45,1,1000000.0
68647,__ribosome,2.0,45,1,1000000.0
68648,proteinX,972.0,45,1,1000000.0
68649,ATA_charged,99.0,46,1,1000000.0
68650,ATA_uncharged,0.0,46,1,1000000.0
68651,TTT_charged,0.0,46,1,1000000.0
68652,TTT_uncharged,1.0,46,1,1000000.0
68653,__proteinX_rbs,95.0,46,1,1000000.0
68654,__ribosome,0.0,46,1,1000000.0
68655,proteinX,989.0,46,1,1000000.0
68656,ATA_charged,99.0,47,1,1000000.0
68657,ATA_uncharged,0.0,47,1,1000000.0
68658,TTT_charged,0.0,47,1,1000000.0
68659,TTT_uncharged,1.0,47,1,1000000.0
68660,__proteinX_rbs,95.0,47,1,1000000.0
68661,__ribosome,1.0,47,1,1000000.0
68662,proteinX,838.0,47,1,1000000.0
68663,ATA_charged,98.5,48,1,1000000.0
68664,ATA_uncharged,0.5,48,1,1000000.0
68665,TTT_charged,1.0,48,1,1000000.0
68666,TTT_uncharged,0.0,48,1,1000000.0
68667,__proteinX_rbs,92.0,48,1,1000000.0
68668,__ribosome,0.5,48,1,1000000.0
68669,proteinX,946.0,48,1,1000000.0
68670,ATA_charged,99.0,49,1,1000000.0
68671,ATA_uncharged,0.0,49,1,1000000.0
68672,TTT_charged,0.0,49,1,1000000.0
68673,TTT_uncharged,1.0,49,1,1000000.0
68674,__proteinX_rbs,96.0,49,1,1000000.0
68675,__ribosome,2.0,49,1,1000000.0
68676,proteinX,929.0,49,1,1000000.0
68677,ATA_charged,98.0,50,1,1000000.0
68678,ATA_uncharged,1.0,50,1,1000000.0
68679,TTT_charged,1.0,50,1,1000000.0
68680,TTT_uncharged,0.0,50,1,1000000.0
68681,__proteinX_rbs,90.0,50,1,1000000.0
68682,__ribosome,1.0,50,1,1000000.0
68683,proteinX,904.0,50,1,1000000.0
68684,ATA_charged,99.0,51,1,1000000.0
68685,ATA_uncharged,0.0,51,1,1000000.0
68686,TTT_charged,1.0,51,1,1000000.0
68687,TTT_uncharged,0.0,51,1,1000000.0
68688,__proteinX_rbs,96.0,51,1,1000000.0
68689,__ribosome,1.0,51,1,1000000.0
68690,proteinX,892.0,51,1,1000000.0
68691,ATA_charged,99.0,52,1,1000000.0
68692,ATA_uncharged,0.0,52,1,1000000.0
68693,TTT_charged,0.5,52,1,1000000.0
68694,TTT_uncharged,0.5,52,1,1000000.0
68695,__proteinX_rbs,97.0,52,1,1000000.0
68696,__ribosome,1.0,52,1,1000000.0
68697,proteinX,884.0,52,1,1000000.0
68698,ATA_charged,98.66666666666667,53,1,1000000.0
68699,ATA_uncharged,0.3333333333333333,53,1,1000000.0
68700,TTT_charged,0.6666666666666666,53,1,1000000.0
68701,TTT_uncharged,0.3333333333333333,53,1,1000000.0
68702,__proteinX_rbs,91.0,53,1,1000000.0
68703,__ribosome,0.3333333333333333,53,1,1000000.0
68704,proteinX,854.3333333333334,53,1,1000000.0
68705,ATA_charged,99.0,54,1,1000000.0
68706,ATA_uncharged,0.0,54,1,1000000.0
68707,TTT_charged,1.0,54,1,1000000.0
68708,TTT_uncharged,0.0,54,1,1000000.0
68709,__proteinX_rbs,93.0,54,1,1000000.0
68710,__ribosome,3.0,54,1,1000000.0
68711,proteinX,843.0,54,1,1000000.0
68712,ATA_charged,99.0,55,1,1000000.0
68713,ATA_uncharged,0.0,55,1,1000000.0
68714,TTT_charged,0.0,55,1,1000000.0
68715,TTT_uncharged,1.0,55,1,1000000.0
68716,__proteinX_rbs,94.0,55,1,1000000.0
68717,__ribosome,1.0,55,1,1000000.0
68718,proteinX,832.0,55,1,1000000.0
68719,ATA_charged,98.5,56,1,1000000.0
68720,ATA_uncharged,0.5,56,1,1000000.0
68721,TTT_charged,0.5,56,1,1000000.0
68722,TTT_uncharged,0.5,56,1,1000000.0
68723,__proteinX_rbs,97.0,56,1,1000000.0
68724,__ribosome,1.0,56,1,1000000.0
68725,proteinX,813.5,56,1,1000000.0
68726,ATA_charged,98.5,59,1,1000000.0
68727,ATA_uncharged,0.5,59,1,1000000.0
68728,TTT_charged,0.75,59,1,1000000.0
68729,TTT_uncharged,0.25,59,1,1000000.0
68730,__proteinX_rbs,93.25,59,1,1000000.0
68731,__ribosome,0.25,59,1,1000000.0
68732,proteinX,769.75,59,1,1000000.0
68733,ATA_charged,99.0,60,1,1000000.0
68734,ATA_uncharged,0.0,60,1,1000000.0
68735,TTT_charged,0.0,60,1,1000000.0
68736,TTT_uncharged,1.0,60,1,1000000.0
68737,__proteinX_rbs,94.0,60,1,1000000.0
68738,__ribosome,0.0,60,1,1000000.0
68739,proteinX,760.0,60,1,1000000.0
68740,ATA_charged,99.0,61,1,1000000.0
68741,ATA_uncharged,0.0,61,1,1000000.0
68742,TTT_charged,0.0,61,1,1000000.0
68743,TTT_uncharged,1.0,61,1,1000000.0
68744,__proteinX_rbs,95.0,61,1,1000000.0
68745,__ribosome,1.0,61,1,1000000.0
68746,proteinX,591.0,61,1,1000000.0
68747,ATA_charged,98.0,62,1,1000000.0
68748,ATA_uncharged,1.0,62,1,1000000.0
68749,TTT_charged,1.0,62,1,1000000.0
68750,TTT_uncharged,0.0,62,1,1000000.0
68751,__proteinX_rbs,96.0,62,1,1000000.0
68752,__ribosome,0.0,62,1,1000000.0
68753,proteinX,565.0,62,1,1000000.0
68754,ATA_charged,99.0,63,1,1000000.0
68755,ATA_uncharged,0.0,63,1,1000000.0
68756,TTT_charged,0.0,63,1,1000000.0
68757,TTT_uncharged,1.0,63,1,1000000.0
68758,__proteinX_rbs,94.0,63,1,1000000.0
68759,__ribosome,0.0,63,1,1000000.0
68760,proteinX,700.0,63,1,1000000.0
68761,ATA_charged,99.0,64,1,1000000.0
68762,ATA_uncharged,0.0,64,1,1000000.0
68763,TTT_charged,0.5,64,1,1000000.0
68764,TTT_uncharged,0.5,64,1,1000000.0
68765,__proteinX_rbs,93.5,64,1,1000000.0
68766,__ribosome,1.0,64,1,1000000.0
68767,proteinX,705.0,64,1,1000000.0
68768,ATA_charged,99.0,65,1,1000000.0
68769,ATA_uncharged,0.0,65,1,1000000.0
68770,TTT_charged,0.0,65,1,1000000.0
68771,TTT_uncharged,1.0,65,1,1000000.0
68772,__proteinX_rbs,93.0,65,1,1000000.0
68773,__ribosome,1.0,65,1,1000000.0
68774,proteinX,701.0,65,1,1000000.0
68775,ATA_charged,98.0,66,1,1000000.0
68776,ATA_uncharged,1.0,66,1,1000000.0
68777,TTT_charged,1.0,66,1,1000000.0
68778,TTT_uncharged,0.0,66,1,1000000.0
68779,__proteinX_rbs,94.0,66,1,1000000.0
68780,__ribosome,0.0,66,1,1000000.0
68781,proteinX,679.0,66,1,1000000.0
68782,ATA_charged,99.0,67,1,1000000.0
68783,ATA_uncharged,0.0,67,1,1000000.0
68784,TTT_charged,0.0,67,1,1000000.0
68785,TTT_uncharged,1.0,67,1,1000000.0
68786,__proteinX_rbs,94.0,67,1,1000000.0
68787,__ribosome,1.0,67,1,1000000.0
68788,proteinX,288.0,67,1,1000000.0
68789,ATA_charged,99.0,68,1,1000000.0
68790,ATA_uncharged,0.0,68,1,1000000.0
68791,TTT_charged,0.0,68,1,1000000.0
68792,TTT_uncharged,1.0,68,1,1000000.0
68793,__proteinX_rbs,94.0,68,1,1000000.0
68794,__ribosome,3.0,68,1,1000000.0
68795,proteinX,659.0,68,1,1000000.0
68796,ATA_charged,99.0,69,1,1000000.0
68797,ATA_uncharged,0.0,69,1,1000000.0
68798,TTT_charged,1.0,69,1,1000000.0
68799,TTT_uncharged,0.0,69,1,1000000.0
68800,__proteinX_rbs,93.0,69,1,1000000.0
68801,__ribosome,0.0,69,1,1000000.0
68802,proteinX,616.0,69,1,1000000.0
68803,ATA_charged,98.0,70,1,1000000.0
68804,ATA_uncharged,1.0,70,1,1000000.0
68805,TTT_charged,1.0,70,1,1000000.0
68806,TTT_uncharged,0.0,70,1,1000000.0
68807,__proteinX_rbs,95.0,70,1,1000000.0
68808,__ribosome,0.0,70,1,1000000.0
68809,proteinX,645.0,70,1,1000000.0
68810,ATA_charged,99.0,72,1,1000000.0
68811,ATA_uncharged,0.0,72,1,1000000.0
68812,TTT_charged,0.0,72,1,1000000.0
68813,TTT_uncharged,1.0,72,1,1000000.0
68814,__proteinX_rbs,97.0,72,1,1000000.0
68815,__ribosome,1.0,72,1,1000000.0
68816,proteinX,627.0,72,1,1000000.0
68817,ATA_charged,99.0,73,1,1000000.0
68818,ATA_uncharged,0.0,73,1,1000000.0
68819,TTT_charged,0.0,73,1,1000000.0
68820,TTT_uncharged,1.0,73,1,1000000.0
68821,__proteinX_rbs,99.0,73,1,1000000.0
68822,__ribosome,0.0,73,1,1000000.0
68823,proteinX,614.0,73,1,1000000.0
68824,ATA_charged,99.0,74,1,1000000.0
68825,ATA_uncharged,0.0,74,1,1000000.0
68826,TTT_charged,0.0,74,1,1000000.0
68827,TTT_uncharged,1.0,74,1,1000000.0
68828,__proteinX_rbs,98.0,74,1,1000000.0
68829,__ribosome,0.0,74,1,1000000.0
68830,proteinX,602.0,74,1,1000000.0
68831,ATA_charged,98.0,75,1,1000000.0
68832,ATA_uncharged,1.0,75,1,1000000.0
68833,TTT_charged,1.0,75,1,1000000.0
68834,TTT_uncharged,0.0,75,1,1000000.0
68835,__proteinX_rbs,96.0,75,1,1000000.0
68836,__ribosome,0.0,75,1,1000000.0
68837,proteinX,599.0,75,1,1000000.0
68838,ATA_charged,99.0,76,1,1000000.0
68839,ATA_uncharged,0.0,76,1,1000000.0
68840,TTT_charged,0.5,76,1,1000000.0
68841,TTT_uncharged,0.5,76,1,1000000.0
68842,__proteinX_rbs,96.5,76,1,1000000.0
68843,__ribosome,0.0,76,1,1000000.0
68844,proteinX,590.0,76,1,1000000.0
68845,ATA_charged,99.0,77,1,1000000.0
68846,ATA_uncharged,0.0,77,1,1000000.0
68847,TTT_charged,0.0,77,1,1000000.0
68848,TTT_uncharged,1.0,77,1,1000000.0
68849,__proteinX_rbs,95.0,77,1,1000000.0
68850,__ribosome,0.0,77,1,1000000.0
68851,proteinX,436.0,77,1,1000000.0
68852,ATA_charged,99.0,78,1,1000000.0
68853,ATA_uncharged,0.0,78,1,1000000.0
68854,TTT_charged,0.0,78,1,1000000.0
68855,TTT_uncharged,1.0,78,1,1000000.0
68856,__proteinX_rbs,94.0,78,1,1000000.0
68857,__ribosome,0.0,78,1,1000000.0
68858,proteinX,434.0,78,1,1000000.0
68859,ATA_charged,99.0,79,1,1000000.0
68860,ATA_uncharged,0.0,79,1,1000000.0
68861,TTT_charged,1.0,79,1,1000000.0
68862,TTT_uncharged,0.0,79,1,1000000.0
68863,__proteinX_rbs,95.0,79,1,1000000.0
68864,__ribosome,2.0,79,1,1000000.0
68865,proteinX,365.0,79,1,1000000.0
68866,ATA_charged,99.0,80,1,1000000.0
68867,ATA_uncharged,0.0,80,1,1000000.0
68868,TTT_charged,0.0,80,1,1000000.0
68869,TTT_uncharged,1.0,80,1,1000000.0
68870,__proteinX_rbs,96.0,80,1,1000000.0
68871,__ribosome,0.0,80,1,1000000.0
68872,proteinX,290.0,80,1,1000000.0
68873,ATA_charged,99.0,81,1,1000000.0
68874,ATA_uncharged,0.0,81,1,1000000.0
68875,TTT_charged,0.0,81,1,1000000.0
68876,TTT_uncharged,1.0,81,1,1000000.0
68877,__proteinX_rbs,93.0,81,1,1000000.0
68878,__ribosome,0.0,81,1,1000000.0
68879,proteinX,550.0,81,1,1000000.0
68880,ATA_charged,99.0,82,1,1000000.0
68881,ATA_uncharged,0.0,82,1,1000000.0
68882,TTT_charged,0.0,82,1,1000000.0
68883,TTT_uncharged,1.0,82,1,1000000.0
68884,__proteinX_rbs,97.0,82,1,1000000.0
68885,__ribosome,1.0,82,1,1000000.0
68886,proteinX,544.0,82,1,1000000.0
68887,ATA_charged,99.0,83,1,1000000.0
68888,ATA_uncharged,0.0,83,1,1000000.0
68889,TTT_charged,0.0,83,1,1000000.0
68890,TTT_uncharged,1.0,83,1,1000000.0
68891,__proteinX_rbs,93.0,83,1,1000000.0
68892,__ribosome,2.0,83,1,1000000.0
68893,proteinX,540.0,83,1,1000000.0
68894,ATA_charged,99.0,84,1,1000000.0
68895,ATA_uncharged,0.0,84,1,1000000.0
68896,TTT_charged,1.0,84,1,1000000.0
68897,TTT_uncharged,0.0,84,1,1000000.0
68898,__proteinX_rbs,93.0,84,1,1000000.0
68899,__ribosome,0.0,84,1,1000000.0
68900,proteinX,522.0,84,1,1000000.0
68901,ATA_charged,99.0,85,1,1000000.0
68902,ATA_uncharged,0.0,85,1,1000000.0
68903,TTT_charged,0.0,85,1,1000000.0
68904,TTT_uncharged,1.0,85,1,1000000.0
68905,__proteinX_rbs,94.0,85,1,1000000.0
68906,__ribosome,1.0,85,1,1000000.0
68907,proteinX,521.0,85,1,1000000.0
68908,ATA_charged,99.0,86,1,1000000.0
68909,ATA_uncharged,0.0,86,1,1000000.0
68910,TTT_charged,1.0,86,1,1000000.0
68911,TTT_uncharged,0.0,86,1,1000000.0
68912,__proteinX_rbs,92.0,86,1,1000000.0
68913,__ribosome,0.0,86,1,1000000.0
68914,proteinX,424.0,86,1,1000000.0
68915,ATA_charged,99.0,87,1,1000000.0
68916,ATA_uncharged,0.0,87,1,1000000.0
68917,TTT_charged,0.0,87,1,1000000.0
68918,TTT_uncharged,1.0,87,1,1000000.0
68919,__proteinX_rbs,97.0,87,1,1000000.0
68920,__ribosome,0.0,87,1,1000000.0
68921,proteinX,399.0,87,1,1000000.0
68922,ATA_charged,99.0,88,1,1000000.0
68923,ATA_uncharged,0.0,88,1,1000000.0
68924,TTT_charged,1.0,88,1,1000000.0
68925,TTT_uncharged,0.0,88,1,1000000.0
68926,__proteinX_rbs,98.0,88,1,1000000.0
68927,__ribosome,1.0,88,1,1000000.0
68928,proteinX,400.0,88,1,1000000.0
68929,ATA_charged,99.0,89,1,1000000.0
68930,ATA_uncharged,0.0,89,1,1000000.0
68931,TTT_charged,0.0,89,1,1000000.0
68932,TTT_uncharged,1.0,89,1,1000000.0
68933,__proteinX_rbs,90.0,89,1,1000000.0
68934,__ribosome,2.0,89,1,1000000.0
68935,proteinX,378.0,89,1,1000000.0
68936,ATA_charged,99.0,90,1,1000000.0
68937,ATA_uncharged,0.0,90,1,1000000.0
68938,TTT_charged,0.0,90,1,1000000.0
68939,TTT_uncharged,1.0,90,1,1000000.0
68940,__proteinX_rbs,95.0,90,1,1000000.0
68941,__ribosome,0.0,90,1,1000000.0
68942,proteinX,499.0,90,1,1000000.0
68943,ATA_charged,99.0,91,1,1000000.0
68944,ATA_uncharged,0.0,91,1,1000000.0
68945,TTT_charged,0.0,91,1,1000000.0
68946,TTT_uncharged,1.0,91,1,1000000.0
68947,__proteinX_rbs,95.5,91,1,1000000.0
68948,__ribosome,0.0,91,1,1000000.0
68949,proteinX,495.0,91,1,1000000.0
68950,ATA_charged,99.0,92,1,1000000.0
68951,ATA_uncharged,0.0,92,1,1000000.0
68952,TTT_charged,0.0,92,1,1000000.0
68953,TTT_uncharged,1.0,92,1,1000000.0
68954,__proteinX_rbs,96.0,92,1,1000000.0
68955,__ribosome,0.0,92,1,1000000.0
68956,proteinX,409.0,92,1,1000000.0
68957,ATA_charged,99.0,93,1,1000000.0
68958,ATA_uncharged,0.0,93,1,1000000.0
68959,TTT_charged,0.0,93,1,1000000.0
68960,TTT_uncharged,1.0,93,1,1000000.0
68961,__proteinX_rbs,97.0,93,1,1000000.0
68962,__ribosome,1.0,93,1,1000000.0
68963,proteinX,408.0,93,1,1000000.0
68964,ATA_charged,99.0,94,1,1000000.0
68965,ATA_uncharged,0.0,94,1,1000000.0
68966,TTT_charged,0.0,94,1,1000000.0
68967,TTT_uncharged,1.0,94,1,1000000.0
68968,__proteinX_rbs,89.0,94,1,1000000.0
68969,__ribosome,1.0,94,1,1000000.0
68970,proteinX,481.0,94,1,1000000.0
68971,ATA_charged,99.0,95,1,1000000.0
68972,ATA_uncharged,0.0,95,1,1000000.0
68973,TTT_charged,0.0,95,1,1000000.0
68974,TTT_uncharged,1.0,95,1,1000000.0
68975,__proteinX_rbs,94.0,95,1,1000000.0
68976,__ribosome,1.0,95,1,1000000.0
68977,proteinX,410.0,95,1,1000000.0
68978,ATA_charged,98.0,96,1,1000000.0
68979,ATA_uncharged,1.0,96,1,1000000.0
68980,TTT_charged,1.0,96,1,1000000.0
68981,TTT_uncharged,0.0,96,1,1000000.0
68982,__proteinX_rbs,91.0,96,1,1000000.0
68983,__ribosome,2.0,96,1,1000000.0
68984,proteinX,449.0,96,1,1000000.0
68985,ATA_charged,99.0,97,1,1000000.0
68986,ATA_uncharged,0.0,97,1,1000000.0
68987,TTT_charged,0.0,97,1,1000000.0
68988,TTT_uncharged,1.0,97,1,1000000.0
68989,__proteinX_rbs,92.0,97,1,1000000.0
68990,__ribosome,2.0,97,1,1000000.0
68991,proteinX,450.0,97,1,1000000.0
68992,ATA_charged,99.0,98,1,1000000.0
68993,ATA_uncharged,0.0,98,1,1000000.0
68994,TTT_charged,0.0,98,1,1000000.0
68995,TTT_uncharged,1.0,98,1,1000000.0
68996,__proteinX_rbs,95.0,98,1,1000000.0
68997,__ribosome,0.0,98,1,1000000.0
68998,proteinX,298.0,98,1,1000000.0
68999,ATA_charged,99.0,99,1,1000000.0
69000,ATA_uncharged,0.0,99,1,1000000.0
69001,TTT_charged,0.0,99,1,1000000.0
69002,TTT_uncharged,1.0,99,1,1000000.0
69003,__proteinX_rbs,93.0,99,1,1000000.0
69004,__ribosome,0.0,99,1,1000000.0
69005,proteinX,442.0,99,1,1000000.0
69006,ATA_charged,97.4,1,2,1000000.0
69007,ATA_uncharged,0.6,1,2,1000000.0
69008,TTT_charged,2.0,1,2,1000000.0
69009,TTT_uncharged,0.0,1,2,1000000.0
69010,__proteinX_rbs,98.2,1,2,1000000.0
69011,__ribosome,18.4,1,2,1000000.0
69012,proteinX,23030.2,1,2,1000000.0
69013,ATA_charged,97.0,2,2,1000000.0
69014,ATA_uncharged,1.0,2,2,1000000.0
69015,TTT_charged,2.0,2,2,1000000.0
69016,TTT_uncharged,0.0,2,2,1000000.0
69017,__proteinX_rbs,75.2,2,2,1000000.0
69018,__ribosome,21.8,2,2,1000000.0
69019,proteinX,18670.0,2,2,1000000.0
69020,ATA_charged,97.0,3,2,1000000.0
69021,ATA_uncharged,1.0,3,2,1000000.0
69022,TTT_charged,2.0,3,2,1000000.0
69023,TTT_uncharged,0.0,3,2,1000000.0
69024,__proteinX_rbs,81.6,3,2,1000000.0
69025,__ribosome,16.0,3,2,1000000.0
69026,proteinX,15660.0,3,2,1000000.0
69027,ATA_charged,97.4,4,2,1000000.0
69028,ATA_uncharged,0.6,4,2,1000000.0
69029,TTT_charged,2.0,4,2,1000000.0
69030,TTT_uncharged,0.0,4,2,1000000.0
69031,__proteinX_rbs,82.8,4,2,1000000.0
69032,__ribosome,16.0,4,2,1000000.0
69033,proteinX,13456.0,4,2,1000000.0
69034,ATA_charged,97.0,5,2,1000000.0
69035,ATA_uncharged,1.0,5,2,1000000.0
69036,TTT_charged,2.0,5,2,1000000.0
69037,TTT_uncharged,0.0,5,2,1000000.0
69038,__proteinX_rbs,88.6,5,2,1000000.0
69039,__ribosome,13.0,5,2,1000000.0
69040,proteinX,11819.4,5,2,1000000.0
69041,ATA_charged,97.25,6,2,1000000.0
69042,ATA_uncharged,0.75,6,2,1000000.0
69043,TTT_charged,2.0,6,2,1000000.0
69044,TTT_uncharged,0.0,6,2,1000000.0
69045,__proteinX_rbs,88.25,6,2,1000000.0
69046,__ribosome,13.0,6,2,1000000.0
69047,proteinX,10580.5,6,2,1000000.0
69048,ATA_charged,97.2,7,2,1000000.0
69049,ATA_uncharged,0.8,7,2,1000000.0
69050,TTT_charged,1.8,7,2,1000000.0
69051,TTT_uncharged,0.2,7,2,1000000.0
69052,__proteinX_rbs,90.4,7,2,1000000.0
69053,__ribosome,9.2,7,2,1000000.0
69054,proteinX,9510.2,7,2,1000000.0
69055,ATA_charged,97.25,8,2,1000000.0
69056,ATA_uncharged,0.75,8,2,1000000.0
69057,TTT_charged,2.0,8,2,1000000.0
69058,TTT_uncharged,0.0,8,2,1000000.0
69059,__proteinX_rbs,90.5,8,2,1000000.0
69060,__ribosome,9.25,8,2,1000000.0
69061,proteinX,8624.25,8,2,1000000.0
69062,ATA_charged,97.0,9,2,1000000.0
69063,ATA_uncharged,1.0,9,2,1000000.0
69064,TTT_charged,2.0,9,2,1000000.0
69065,TTT_uncharged,0.0,9,2,1000000.0
69066,__proteinX_rbs,90.0,9,2,1000000.0
69067,__ribosome,6.333333333333333,9,2,1000000.0
69068,proteinX,7805.666666666667,9,2,1000000.0
69069,ATA_charged,97.25,10,2,1000000.0
69070,ATA_uncharged,0.75,10,2,1000000.0
69071,TTT_charged,2.0,10,2,1000000.0
69072,TTT_uncharged,0.0,10,2,1000000.0
69073,__proteinX_rbs,91.5,10,2,1000000.0
69074,__ribosome,6.5,10,2,1000000.0
69075,proteinX,7258.25,10,2,1000000.0
69076,ATA_charged,97.6,11,2,1000000.0
69077,ATA_uncharged,0.4,11,2,1000000.0
69078,TTT_charged,2.0,11,2,1000000.0
69079,TTT_uncharged,0.0,11,2,1000000.0
69080,__proteinX_rbs,92.2,11,2,1000000.0
69081,__ribosome,6.6,11,2,1000000.0
69082,proteinX,6786.2,11,2,1000000.0
69083,ATA_charged,97.0,12,2,1000000.0
69084,ATA_uncharged,1.0,12,2,1000000.0
69085,TTT_charged,2.0,12,2,1000000.0
69086,TTT_uncharged,0.0,12,2,1000000.0
69087,__proteinX_rbs,93.75,12,2,1000000.0
69088,__ribosome,8.0,12,2,1000000.0
69089,proteinX,6312.5,12,2,1000000.0
69090,ATA_charged,97.0,13,2,1000000.0
69091,ATA_uncharged,1.0,13,2,1000000.0
69092,TTT_charged,2.0,13,2,1000000.0
69093,TTT_uncharged,0.0,13,2,1000000.0
69094,__proteinX_rbs,92.0,13,2,1000000.0
69095,__ribosome,5.8,13,2,1000000.0
69096,proteinX,5942.8,13,2,1000000.0
69097,ATA_charged,97.66666666666667,14,2,1000000.0
69098,ATA_uncharged,0.3333333333333333,14,2,1000000.0
69099,TTT_charged,2.0,14,2,1000000.0
69100,TTT_uncharged,0.0,14,2,1000000.0
69101,__proteinX_rbs,95.66666666666667,14,2,1000000.0
69102,__ribosome,8.666666666666666,14,2,1000000.0
69103,proteinX,5619.666666666667,14,2,1000000.0
69104,ATA_charged,97.33333333333333,15,2,1000000.0
69105,ATA_uncharged,0.6666666666666666,15,2,1000000.0
69106,TTT_charged,2.0,15,2,1000000.0
69107,TTT_uncharged,0.0,15,2,1000000.0
69108,__proteinX_rbs,93.66666666666667,15,2,1000000.0
69109,__ribosome,7.0,15,2,1000000.0
69110,proteinX,5311.333333333333,15,2,1000000.0
69111,ATA_charged,97.25,16,2,1000000.0
69112,ATA_uncharged,0.75,16,2,1000000.0
69113,TTT_charged,2.0,16,2,1000000.0
69114,TTT_uncharged,0.0,16,2,1000000.0
69115,__proteinX_rbs,95.0,16,2,1000000.0
69116,__ribosome,5.25,16,2,1000000.0
