time,well,iptg,strain,rbs,temp,OD600,fluor,mCherry_high,mCherry_low
0.0,B3,0.01875,MCH25,RBS0.5,37.166666666666664,0.020558329299092293,mCherry,413.6666666666667,108.91666666666667
0.0,B4,0.01875,MCH10,RBS1,37.166666666666664,0.022558333352208138,mCherry,663.6666666666666,168.91666666666666
0.0,B6,0.01875,MCH25,RBS0.125,37.166666666666664,0.02315833605825901,mCherry,513.6666666666666,129.91666666666666
0.0,B7,0.01875,MCH50,RBS0.25,37.166666666666664,0.023758331313729286,mCherry,571.6666666666666,149.91666666666666
0.0,B8,0.01875,MCH75,RBS0.125,37.166666666666664,0.023858333006501198,mCherry,350.6666666666667,86.91666666666667
0.0,B9,0.01875,MCH10,RBS0.125,37.166666666666664,0.022258335724473,mCherry,606.6666666666666,151.91666666666666
0.0,B10,0.01875,MCH25,RBS4,37.166666666666664,0.020658330991864204,mCherry,411.6666666666667,103.91666666666667
0.0,C2,0.01875,MCH75,RBS4,37.166666666666664,0.030258329585194588,mCherry,657.6666666666666,158.91666666666666
0.0,C3,0.01875,MCH10,RBS4,37.166666666666664,0.027658330276608467,mCherry,515.6666666666666,127.91666666666667
0.0,C4,0.01875,MCH50,RBS0.5,37.166666666666664,0.02575833536684513,mCherry,459.6666666666667,115.91666666666667
0.0,C5,0.01875,MCH75,RBS0.25,37.166666666666664,0.032458337023854256,mCherry,384.6666666666667,93.91666666666667
0.0,C6,0.01875,MCH75,RBS1,37.166666666666664,0.027358340099453926,mCherry,485.6666666666667,122.91666666666667
0.0,C7,0.01875,MCH25,RBS0.25,37.166666666666664,0.028958337381482124,mCherry,530.6666666666666,126.91666666666667
0.0,C9,0.01875,MCH75,RBS4,37.166666666666664,0.0295583326369524,mCherry,712.6666666666666,191.91666666666666
0.0,C10,0.01875,MCH50,RBS0.25,37.166666666666664,0.02775833196938038,mCherry,586.6666666666666,150.91666666666666
0.0,C11,0.01875,MCH10,RBS0.25,37.166666666666664,0.029658334329724312,mCherry,777.6666666666666,191.91666666666666
0.0,D2,0.01875,MCH50,RBS2,37.166666666666664,0.019958334043622017,mCherry,756.6666666666666,189.91666666666666
0.0,D3,0.01875,MCH10,RBS0.5,37.166666666666664,0.027558328583836555,mCherry,552.6666666666666,137.91666666666666
0.0,D4,0.01875,MCH50,RBS0.5,37.166666666666664,0.018558332696557045,mCherry,458.6666666666667,109.91666666666667
0.0,D5,0.01875,MCH50,RBS0.125,37.166666666666664,0.02355833537876606,mCherry,512.6666666666666,125.91666666666667
0.0,D6,0.01875,MCH75,RBS0.125,37.166666666666664,0.02315833605825901,mCherry,356.6666666666667,86.91666666666667
0.0,D7,0.01875,MCH25,RBS1,37.166666666666664,0.021958330646157265,mCherry,622.6666666666666,155.91666666666666
0.0,D8,0.01875,MCH25,RBS2,37.166666666666664,0.021658333018422127,mCherry,570.6666666666666,140.91666666666666
0.0,D9,0.01875,MCH10,RBS4,37.166666666666664,0.02405833639204502,mCherry,575.6666666666666,140.91666666666666
0.0,D10,0.01875,MCH25,RBS0.125,37.166666666666664,0.024658331647515297,mCherry,553.6666666666666,138.91666666666666
0.0,D11,0.01875,MCH50,RBS4,37.166666666666664,0.020658330991864204,mCherry,562.6666666666666,142.91666666666666
0.0,E2,0.01875,MCH10,RBS2,37.166666666666664,0.031058328226208687,mCherry,656.6666666666666,162.91666666666666
0.0,E3,0.01875,MCH50,RBS1,37.166666666666664,0.025458330288529396,mCherry,779.6666666666666,193.91666666666666
0.0,E4,0.01875,MCH75,RBS2,37.166666666666664,0.033358337357640266,mCherry,534.6666666666666,131.91666666666666
0.0,E6,0.01875,MCH10,RBS1,37.166666666666664,0.030858339741826057,mCherry,722.6666666666666,180.91666666666666
0.0,E8,0.01875,MCH75,RBS2,37.166666666666664,0.02785833366215229,mCherry,595.6666666666666,154.91666666666666
0.0,E9,0.01875,MCH25,RBS2,37.166666666666664,0.02575833536684513,mCherry,565.6666666666666,146.91666666666666
0.0,E11,0.01875,MCH75,RBS0.5,37.166666666666664,0.01965833641588688,mCherry,280.6666666666667,73.91666666666667
0.0,F2,0.01875,MCH10,RBS0.5,37.166666666666664,0.024258332327008247,mCherry,513.6666666666666,136.91666666666666
0.0,F3,0.01875,MCH75,RBS1,37.166666666666664,0.031058328226208687,mCherry,510.6666666666667,127.91666666666667
0.0,F4,0.01875,MCH25,RBS4,37.166666666666664,0.027958335354924202,mCherry,393.6666666666667,101.91666666666667
0.0,F6,0.01875,MCH10,RBS2,37.166666666666664,0.03215833194553852,mCherry,672.6666666666666,158.91666666666666
0.0,F7,0.01875,MCH25,RBS0.25,37.166666666666664,0.030158327892422676,mCherry,549.6666666666666,134.91666666666666
0.0,F8,0.01875,MCH75,RBS0.5,37.166666666666664,0.020658330991864204,mCherry,279.6666666666667,71.91666666666667
0.0,G2,0.01875,MCH25,RBS1,37.166666666666664,0.03295833058655262,mCherry,607.6666666666666,153.91666666666666
0.0,G3,0.01875,MCH10,RBS0.25,37.166666666666664,0.04395833797752857,mCherry,792.6666666666666,198.91666666666666
0.0,G5,0.01875,MCH50,RBS2,37.166666666666664,0.03175834007561207,mCherry,718.6666666666666,173.91666666666666
0.0,G6,0.01875,MCH50,RBS1,37.166666666666664,0.034158335998654366,mCherry,861.6666666666666,205.91666666666666
0.0,G7,0.01875,MCH75,RBS0.25,37.166666666666664,0.030058326199650764,mCherry,416.6666666666667,101.91666666666667
0.0,G8,0.01875,MCH10,RBS0.125,37.166666666666664,0.023458333685994148,mCherry,623.6666666666666,155.91666666666666
0.0,G9,0.01875,MCH25,RBS0.5,37.166666666666664,0.029258327558636665,mCherry,447.6666666666667,108.91666666666667
0.0,G10,0.01875,MCH50,RBS0.125,37.166666666666664,0.0303583312779665,mCherry,535.6666666666666,133.91666666666666
0.0,G11,0.01875,MCH50,RBS4,37.166666666666664,0.021258333697915077,mCherry,574.6666666666666,137.91666666666666
912.0,B3,0.01875,MCH25,RBS0.5,37.13333333333333,0.02629166468977928,mCherry,399.0833333333333,92.08333333333333
912.0,B4,0.01875,MCH10,RBS1,37.13333333333333,0.028891663998365402,mCherry,642.0833333333334,159.08333333333334
912.0,B6,0.01875,MCH25,RBS0.125,37.13333333333333,0.029991667717695236,mCherry,458.0833333333333,113.08333333333333
912.0,B7,0.01875,MCH50,RBS0.25,37.13333333333333,0.029191669076681137,mCherry,517.0833333333334,123.08333333333333
