"","strain","rbs","time","GFP_high","GFP_low","OD600","fluor_norm","lnOD600","experiment","groupID","expression","growthrate","mCherry_high","mCherry_low"
"1827","GFP50","RBS0.25",11700,28724.5,165.833333333333,0.518308324739337,55419.7156961464,-0.6571849922922,2,"2 GFP50 RBS0.25",-3674.4014556504,0.594956208304978,NA,NA
"1828","GFP50","RBS0.25",12600,31474.5,182.5,0.589750009899338,53369.2233517253,-0.528056543908701,2,"2 GFP50 RBS0.25",-8201.96937768447,0.516513793533997,NA,NA
"1829","GFP50","RBS0.25",13500,34075.75,196.666666666667,0.63455833060046,53699.9490145458,-0.454826064452735,2,"2 GFP50 RBS0.25",1322.90265128177,0.292921917823865,NA,NA
"1830","GFP50","RBS0.25",14400,36128.5,212.416666666667,0.676033339152733,53441.890965436,-0.391512885882005,2,"2 GFP50 RBS0.25",-1032.23219643906,0.253252714282921,NA,NA
"1831","GFP50","RBS0.25",15300,37385.8333333333,220.166666666667,0.715133332336942,52278.1300252952,-0.335286274880212,2,"2 GFP50 RBS0.25",-4655.0437605631,0.224906444007171,NA,NA
"1832","GFP50","RBS0.25",16200,38446.75,228.25,0.764491664245725,50290.6072075135,-0.268544157209776,2,"2 GFP50 RBS0.25",-7950.09127112708,0.266968470681742,NA,NA
"1833","GFP50","RBS0.25",17100,39225.9166666667,230.666666666667,0.798233332112432,49140.915429903,-0.225354328140879,2,"2 GFP50 RBS0.25",-4598.76711044187,0.172759316275588,NA,NA
"1834","GFP50","RBS0.25",18000,39613.3333333333,233.333333333333,0.824933353811502,48020.040831547,-0.192452679169384,2,"2 GFP50 RBS0.25",-4483.49839342406,0.131606595885981,NA,NA
"1835","GFP50","RBS0.25",18900,39743.9166666667,234.916666666667,0.84866666359206,46831.009596214,-0.164088792155762,2,"2 GFP50 RBS0.25",-4756.12494133209,0.11345554805449,NA,NA
"1836","GFP50","RBS0.25",19800,39601.9166666667,235.25,0.86497498738269,45783.8865219644,-0.145054688788932,2,"2 GFP50 RBS0.25",-4188.49229699824,0.0761364134673181,NA,NA
"1837","GFP50","RBS0.25",20700,39765.1666666667,235.083333333333,0.883433332045873,45012.0741704161,-0.123939448987637,2,"2 GFP50 RBS0.25",-3087.24940619321,0.0844609592051802,NA,NA
"1838","GFP50","RBS0.25",21600,39704.5833333333,234.083333333333,0.898858340457082,44172.2366542686,-0.106629831501687,2,"2 GFP50 RBS0.25",-3359.35006459005,0.0692384699438007,NA,NA
"1839","GFP50","RBS0.25",22500,39818.5,235,0.91339999375244,43593.7160853453,-0.0905813850711335,2,"2 GFP50 RBS0.25",-2314.08227569325,0.0641937857222134,NA,NA
"1840","GFP50","RBS0.25",23400,39700.75,234.833333333333,0.924058357874552,42963.4661725441,-0.0789800514619352,2,"2 GFP50 RBS0.25",-2520.99965120459,0.0464053344367934,NA,NA
"1841","GFP50","RBS0.25",24300,39686.5,234.333333333333,0.931025033816695,42626.6733530322,-0.0714691128971946,2,"2 GFP50 RBS0.25",-1347.17127804778,0.0300437542589624,NA,NA
"1842","GFP50","RBS0.25",25200,39622,234.5,0.940933325638374,42109.2535681192,-0.0608829967015788,2,"2 GFP50 RBS0.25",-2069.67913965171,0.0423444647824631,NA,NA
"1843","GFP50","RBS0.25",26100,39569.0833333333,233.833333333333,0.950516696398457,41629.0250168798,-0.0507495512968779,2,"2 GFP50 RBS0.25",-1920.91420495766,0.0405337816188037,NA,NA
"1844","GFP50","RBS0.25",27000,39500,233.166666666667,0.961650000264247,41075.2352614215,-0.0391047196059757,2,"2 GFP50 RBS0.25",-2215.15902183333,0.0465793267636087,NA,NA
"1845","GFP50","RBS0.25",27900,39420.6666666667,232.416666666667,0.970133302733302,40634.2783570061,-0.0303217914284777,2,"2 GFP50 RBS0.25",-1763.82761766159,0.0351317127099922,NA,NA
"1846","GFP50","RBS0.25",28800,39473.75,232.666666666667,0.977591696505745,40378.5651423728,-0.0226631843552305,2,"2 GFP50 RBS0.25",-1022.85285853309,0.0306344282929887,NA,NA
"1847","GFP50","RBS0.25",29700,39361,233.416666666667,0.978574978808562,40222.7737806284,-0.0216578688082082,2,"2 GFP50 RBS0.25",-623.165446977771,0.00402126218808943,NA,NA
"1848","GFP50","RBS0.25",30600,39180.4166666667,232.166666666667,0.983308320244153,39845.505077124,-0.0168325556797522,2,"2 GFP50 RBS0.25",-1509.07481401763,0.0193012525138237,NA,NA
"1849","GFP50","RBS0.25",31500,38926.1666666667,231.583333333333,0.990391674761971,39303.8104606666,-0.00965478302214075,2,"2 GFP50 RBS0.25",-2166.7784658295,0.0287110906304459,NA,NA
"1850","GFP50","RBS0.25",32400,38918.25,230.666666666667,0.993833355605602,39159.7341551137,-0.0061857366766196,2,"2 GFP50 RBS0.25",-576.305222211464,0.0138761853820846,NA,NA
"1851","GFP50","RBS0.25",33300,38585.0833333333,228,0.997991656263669,38662.7313877453,-0.00201036316286713,2,"2 GFP50 RBS0.25",-1988.01106947355,0.0167014940550099,NA,NA
"1852","GFP50","RBS0.25",34200,38677.0833333333,228.583333333333,1.00138331204653,38623.654766414,0.00138235615185103,2,"2 GFP50 RBS0.25",-156.306485325302,0.0135708772588726,NA,NA
"1853","GFP50","RBS0.25",35100,38751.8333333333,227.25,1.00593329034746,38523.2636251139,0.0059157576969721,2,"2 GFP50 RBS0.25",-401.564565200446,0.0181336061804843,NA,NA
"1854","GFP50","RBS0.25",36000,38648.0833333333,228.416666666667,1.01187502282361,38194.5225068278,0.0118050680055246,2,"2 GFP50 RBS0.25",-1314.96447314447,0.0235572412342098,NA,NA
