"","strain","rbs","time","GFP_high","GFP_low","OD600","fluor_norm","lnOD600","experiment","groupID","expression","growthrate","mCherry_high","mCherry_low"
"3208","GFP50","RBS4",19800,Inf,340.583333333333,0.718191641693314,74650.8946477769,-0.331018835111796,3,"3 GFP50 RBS4",-17922.3929998546,0.217643384987781,NA,NA
"3209","GFP50","RBS4",20700,Inf,340.25,0.753691659619411,71065.6329877229,-0.282771934109542,3,"3 GFP50 RBS4",-14341.0466402158,0.192987604009014,NA,NA
"3210","GFP50","RBS4",21600,Inf,339.916666666667,0.771349996328354,69371.2340838618,-0.259613057284215,3,"3 GFP50 RBS4",-6777.59561544441,0.0926355073013112,NA,NA
"3211","GFP50","RBS4",22500,Inf,335.916666666667,0.789925015221039,66948.9072840591,-0.235817255467738,3,"3 GFP50 RBS4",-9689.30719921098,0.0951832072659082,NA,NA
"3212","GFP50","RBS4",23400,Inf,335.833333333333,0.808191677555442,65419.6271077416,-0.212956023897042,3,"3 GFP50 RBS4",-6117.12070526986,0.0914449262827824,NA,NA
"3213","GFP50","RBS4",24300,Inf,336.166666666667,0.825091665610671,64142.7784276886,-0.19226078898858,3,"3 GFP50 RBS4",-5107.394720212,0.0827809396338489,NA,NA
"3214","GFP50","RBS4",25200,Inf,333.666666666667,0.841108339528243,62457.0184088383,-0.173034805037049,3,"3 GFP50 RBS4",-6743.04007540111,0.0769039358061243,NA,NA
"3215","GFP50","RBS4",26100,Inf,332.916666666667,0.857249987622102,61144.3032363539,-0.154025702078183,3,"3 GFP50 RBS4",-5250.86068993781,0.0760364118354611,NA,NA
"3216","GFP50","RBS4",27000,Inf,332.333333333333,0.867333310345809,60328.3922932905,-0.142331935081476,3,"3 GFP50 RBS4",-3263.6437722533,0.0467750679868294,NA,NA
"3217","GFP50","RBS4",27900,Inf,330.833333333333,0.878625006104509,59286.3760161993,-0.12939708653827,3,"3 GFP50 RBS4",-4168.06510836506,0.0517393941728255,NA,NA
"3218","GFP50","RBS4",28800,Inf,332.916666666667,0.888850005964438,58970.5269064526,-0.117826779903156,3,"3 GFP50 RBS4",-1263.39643898688,0.0462812265404538,NA,NA
"3219","GFP50","RBS4",29700,Inf,330.75,0.897099975496531,58050.9145953193,-0.108587967730989,3,"3 GFP50 RBS4",-3678.44924453297,0.0369552486886696,NA,NA
"3220","GFP50","RBS4",30600,Inf,331.083333333333,0.907175041735172,57463.6044592271,-0.097419857701938,3,"3 GFP50 RBS4",-2349.24054436877,0.0446724401162034,NA,NA
"3221","GFP50","RBS4",31500,Inf,329.083333333333,0.916658343126377,56528.2647421069,-0.0870204572566264,3,"3 GFP50 RBS4",-3741.35886848095,0.0415976017812464,NA,NA
"3222","GFP50","RBS4",32400,Inf,328.333333333333,0.9219083301723,56079.2629300029,-0.0813094853443469,3,"3 GFP50 RBS4",-1796.00724841579,0.022843887649118,NA,NA
"3223","GFP50","RBS4",33300,Inf,326.75,0.926350015526017,55543.3568825576,-0.0765031292256938,3,"3 GFP50 RBS4",-2143.62418978152,0.0192254244746121,NA,NA
"3224","GFP50","RBS4",34200,Inf,326.916666666667,0.933058275530736,55171.9305394006,-0.0692876197094389,3,"3 GFP50 RBS4",-1485.70537262803,0.0288620380650199,NA,NA
"3225","GFP50","RBS4",35100,Inf,327.083333333333,0.936258339012663,55011.1663383202,-0.0658638373677698,3,"3 GFP50 RBS4",-643.056804321561,0.0136951293666762,NA,NA
"3226","GFP50","RBS4",36000,Inf,327.083333333333,0.940733368818959,54749.4804906584,-0.0610955283053498,3,"3 GFP50 RBS4",-1046.74339064705,0.0190732362496799,NA,NA
"3227","GFP50","RBS4",36900,Inf,325.166666666667,0.942483354980747,54330.125943712,-0.059237020313801,3,"3 GFP50 RBS4",-1677.41818778575,0.00743403196619552,NA,NA
"3228","GFP50","RBS4",37800,Inf,322.666666666667,0.952241697659095,53363.2234933835,-0.0489363923181967,3,"3 GFP50 RBS4",-3867.60980131372,0.041202511982417,NA,NA
"3229","GFP50","RBS4",38700,Inf,321.25,0.956374997273088,52901.1877117871,-0.0446051862814216,3,"3 GFP50 RBS4",-1848.14312638581,0.0173248241471005,NA,NA
"3230","GFP50","RBS4",39600,Inf,321.416666666667,0.957833386336764,52847.8238824686,-0.0430814343656533,3,"3 GFP50 RBS4",-213.455317273969,0.00609500766307317,NA,NA
"3231","GFP50","RBS4",40500,Inf,321.083333333333,0.966950035343567,52295.7076881082,-0.0336084546222324,3,"3 GFP50 RBS4",-2208.46477744143,0.0378919189736835,NA,NA
"3232","GFP50","RBS4",41400,Inf,320,0.972675024221341,51813.9106860705,-0.0277052461904405,3,"3 GFP50 RBS4",-1927.18800815096,0.0236128337271676,NA,NA
"3233","GFP50","RBS4",42300,Inf,319.416666666667,0.981258314102888,51267.8130840836,-0.0189195369503181,3,"3 GFP50 RBS4",-2184.39040794756,0.0351428369604896,NA,NA
"3234","GFP50","RBS4",43200,Inf,319.333333333333,0.985691696405411,51024.0165255577,-0.014411654404854,3,"3 GFP50 RBS4",-975.186234103603,0.0180315301818567,NA,NA
"3235","GFP75","RBS0.125",0,3352.16666666667,21,0.0279416684061289,119970.168493281,-3.57763621304461,3,"3 GFP75 RBS0.125",NA,NA,NA,NA
"3236","GFP75","RBS0.125",900,3223.5,19.8333333333333,0.0296000000089407,108902.026994133,-3.51998091735007,3,"3 GFP75 RBS0.125",-44272.5659965913,0.230621182778158,NA,NA
"3237","GFP75","RBS0.125",1800,3148,20,0.0381916655848424,82426.3606154267,-3.26513796558125,3,"3 GFP75 RBS0.125",-105902.665514825,1.0193718070753,NA,NA
"3238","GFP75","RBS0.125",2700,3126.66666666667,19.3333333333333,0.0518666673451662,60282.7755610186,-2.95907894282435,3,"3 GFP75 RBS0.125",-88574.3402176326,1.22423609102761,NA,NA
"3239","GFP75","RBS0.125",3600,3212.16666666667,19.25,0.0720583330839872,44577.3102039807,-2.63027930626409,3,"3 GFP75 RBS0.125",-62821.8614281514,1.31519854624102,NA,NA
"3240","GFP75","RBS0.125",4500,3409,20.5833333333333,0.0991666658471028,34376.47087234,-2.31095335092907,3,"3 GFP75 RBS0.125",-40803.3573265631,1.27730382134007,NA,NA
"3241","GFP75","RBS0.125",5400,3802.58333333333,23.0833333333333,0.136383338520924,27881.5827107058,-1.99228569264002,3,"3 GFP75 RBS0.125",-25979.5526465368,1.27467063315622,NA,NA
"3242","GFP75","RBS0.125",6300,4589.25,27.25,0.180016673480471,25493.4718616377,-1.7147058019348,3,"3 GFP75 RBS0.125",-9552.44339627243,1.11031956282087,NA,NA
"3243","GFP75","RBS0.125",7200,5913.83333333333,35.9166666666667,0.228991668050488,25825.5393468266,-1.47406966014882,3,"3 GFP75 RBS0.125",1328.26994075585,0.962544567143929,NA,NA
"3244","GFP75","RBS0.125",8100,8107.25,49.5833333333333,0.267041670779387,30359.4939933464,-1.32035056242481,3,"3 GFP75 RBS0.125",18135.8185860792,0.614876390896027,NA,NA
"3245","GFP75","RBS0.125",9000,11207.5833333333,68.5,0.290274998793999,38610.2260955897,-1.23692653362375,3,"3 GFP75 RBS0.125",33002.928408973,0.333696115204246,NA,NA
"3246","GFP75","RBS0.125",9900,15016.8333333333,90.25,0.307108333334327,48897.5117356571,-1.18055471633098,3,"3 GFP75 RBS0.125",41149.1425602697,0.225487269171063,NA,NA
"3247","GFP75","RBS0.125",10800,19318.1666666667,116.916666666667,0.320433340966702,60287.6298963976,-1.13808100875646,3,"3 GFP75 RBS0.125",45560.4726429619,0.169894830298098,NA,NA
"3248","GFP75","RBS0.125",11700,23910,145.25,0.333216665312648,71755.1145815769,-1.09896235399588,3,"3 GFP75 RBS0.125",45869.9387407173,0.156474619042304,NA,NA
"3249","GFP75","RBS0.125",12600,28701.75,176.333333333333,0.344283335531751,83366.6548387237,-1.06629031082049,3,"3 GFP75 RBS0.125",46446.1610285871,0.130688172701558,NA,NA
"3250","GFP75","RBS0.125",13500,33404.9166666667,206.583333333333,0.356091657653451,93809.8827891565,-1.03256711594993,3,"3 GFP75 RBS0.125",41772.9118017312,0.134892779482252,NA,NA
"3251","GFP75","RBS0.125",14400,38276.0833333333,237.75,0.365616663669546,104689.110581481,-1.00616986147599,3,"3 GFP75 RBS0.125",43516.9111692986,0.105589017895769,NA,NA
"3252","GFP75","RBS0.125",15300,42965.75,269.083333333333,0.375858329857389,114313.683073892,-0.978542988886704,3,"3 GFP75 RBS0.125",38498.2899696442,0.110507490357141,NA,NA
"3253","GFP75","RBS0.125",16200,47549,298,0.386716677496831,122955.648842917,-0.950062953559448,3,"3 GFP75 RBS0.125",34567.8630761005,0.113920141309024,NA,NA
"3254","GFP75","RBS0.125",17100,51957.5,329.416666666667,0.398316662137707,130442.697830293,-0.920507956534428,3,"3 GFP75 RBS0.125",29948.1959495046,0.118219988100079,NA,NA
"3255","GFP75","RBS0.125",18000,55553.3333333333,356.916666666667,0.410933326308926,135188.191798224,-0.889324300738129,3,"3 GFP75 RBS0.125",18981.9758717232,0.124734623185195,NA,NA
"3256","GFP75","RBS0.125",18900,Inf,381.416666666667,0.425908332069715,140858.193770607,-0.853531138802878,3,"3 GFP75 RBS0.125",22680.0078895302,0.143172647741005,NA,NA
"3257","GFP75","RBS0.125",19800,Inf,402.583333333333,0.443091678743561,142858.379315577,-0.813978580588417,3,"3 GFP75 RBS0.125",8000.74217988108,0.158210232857842,NA,NA
"3258","GFP75","RBS0.125",20700,Inf,423.25,0.458791659524043,145006.841144543,-0.779159072784829,3,"3 GFP75 RBS0.125",8593.84731586289,0.139278031214355,NA,NA
"3259","GFP75","RBS0.125",21600,Inf,436.916666666667,0.475599974393845,144371.22624475,-0.743178168005199,3,"3 GFP75 RBS0.125",-2542.45959917142,0.143923619118517,NA,NA
"3260","GFP75","RBS0.125",22500,Inf,455.416666666667,0.492574996004502,145263.245458288,-0.708108553811557,3,"3 GFP75 RBS0.125",3568.076854154,0.14027845677457,NA,NA
"3261","GFP75","RBS0.125",23400,Inf,470.333333333333,0.517041673883796,142896.298150267,-0.659631800596957,3,"3 GFP75 RBS0.125",-9467.78923208755,0.193907012858397,NA,NA
"3262","GFP75","RBS0.125",24300,Inf,485.666666666667,0.541791653260589,140789.787929039,-0.612873755022735,3,"3 GFP75 RBS0.125",-8426.04088490864,0.187032182296888,NA,NA
"3263","GFP75","RBS0.125",25200,Inf,502.666666666667,0.569658326605956,138564.623068269,-0.562718524888831,3,"3 GFP75 RBS0.125",-8900.65944307984,0.200620920535617,NA,NA
"3264","GFP75","RBS0.125",26100,Inf,516.416666666667,0.600150001545747,135103.776951297,-0.510575652435182,3,"3 GFP75 RBS0.125",-13843.3844678882,0.208571489814597,NA,NA
"3265","GFP75","RBS0.125",27000,Inf,525.833333333333,0.628383326033751,131374.609900131,-0.464604906953736,3,"3 GFP75 RBS0.125",-14916.6682046652,0.183882981925783,NA,NA
"3266","GFP75","RBS0.125",27900,Inf,532.333333333333,0.655625016118089,127464.708736681,-0.422166275247264,3,"3 GFP75 RBS0.125",-15639.6046538022,0.169754526825889,NA,NA
"3267","GFP75","RBS0.125",28800,Inf,536.416666666667,0.679799976448218,123870.193609827,-0.385956676365285,3,"3 GFP75 RBS0.125",-14378.0605074132,0.144838395527915,NA,NA
"3268","GFP75","RBS0.125",29700,Inf,538.25,0.712249998003244,118628.796566435,-0.339326308407567,3,"3 GFP75 RBS0.125",-20965.5881735703,0.186521471830873,NA,NA
"3269","GFP75","RBS0.125",30600,Inf,538.583333333333,0.737225003540516,114680.638101099,-0.304862136859144,3,"3 GFP75 RBS0.125",-15792.6338613442,0.137856686193694,NA,NA
"3270","GFP75","RBS0.125",31500,Inf,536.583333333333,0.747458310176929,112692.561455272,-0.291076747611187,3,"3 GFP75 RBS0.125",-7952.30658330751,0.0551415569918265,NA,NA
"3271","GFP75","RBS0.125",32400,Inf,534.333333333333,0.750358324497938,111788.583209685,-0.287204420548365,3,"3 GFP75 RBS0.125",-3615.91298234637,0.0154893082512859,NA,NA
"3272","GFP75","RBS0.125",33300,Inf,532.75,0.756450015430649,110561.361827769,-0.279118821392524,3,"3 GFP75 RBS0.125",-4908.88552766392,0.0323423966233667,NA,NA
"3273","GFP75","RBS0.125",34200,Inf,531.416666666667,0.7673083084325,108725.329953632,-0.264866591716258,3,"3 GFP75 RBS0.125",-7344.12749654765,0.0570089187050618,NA,NA
"3274","GFP75","RBS0.125",35100,Inf,529.583333333333,0.775058322275678,107268.628956082,-0.254816997911009,3,"3 GFP75 RBS0.125",-5826.80399020005,0.0401983752209962,NA,NA
"3275","GFP75","RBS0.125",36000,Inf,527.083333333333,0.783983345453938,105549.296713115,-0.243367501900812,3,"3 GFP75 RBS0.125",-6877.32897186792,0.0457979840407876,NA,NA
"3276","GFP75","RBS0.125",36900,Inf,523.666666666667,0.790783335144321,103966.701800705,-0.234731261321581,3,"3 GFP75 RBS0.125",-6330.37964964047,0.0345449623169267,NA,NA
"3277","GFP75","RBS0.125",37800,Inf,522.166666666667,0.807141670336326,101569.286409563,-0.214256074277818,3,"3 GFP75 RBS0.125",-9589.66156456678,0.0819007481750516,NA,NA
"3278","GFP75","RBS0.125",38700,Inf,519.25,0.816875005140901,99801.2645627355,-0.202269188310276,3,"3 GFP75 RBS0.125",-7072.08738731145,0.0479475438701682,NA,NA
"3279","GFP75","RBS0.125",39600,Inf,521.416666666667,0.821833349143465,99610.9950023171,-0.196217642748428,3,"3 GFP75 RBS0.125",-761.07824167388,0.0242061822473901,NA,NA
"3280","GFP75","RBS0.125",40500,Inf,518.583333333333,0.832299983749787,97826.5200857545,-0.183562345754554,3,"3 GFP75 RBS0.125",-7137.89966625028,0.050621187975498,NA,NA
"3281","GFP75","RBS0.125",41400,Inf,517.5,0.839224992940823,96817.62601849,-0.17527644047886,3,"3 GFP75 RBS0.125",-4035.57626905799,0.0331436211027754,NA,NA
"3282","GFP75","RBS0.125",42300,Inf,514.916666666667,0.841858338564634,96035.3975676838,-0.172143522879412,3,"3 GFP75 RBS0.125",-3128.91380322463,0.0125316703977915,NA,NA
"3283","GFP75","RBS0.125",43200,Inf,515.333333333333,0.846291661262512,95609.2279813941,-0.166891225524285,3,"3 GFP75 RBS0.125",-1704.67834515899,0.0210091894205087,NA,NA
"3284","GFP75","RBS0.25",0,3448.16666666667,20,0.0289916675537825,118936.472359514,-3.54074681601325,3,"3 GFP75 RBS0.25",NA,NA,NA,NA
"3285","GFP75","RBS0.25",900,3542.5,21.8333333333333,0.030599994584918,115767.994342914,-3.48675544698728,3,"3 GFP75 RBS0.25",-12673.9120663985,0.215965476103872,NA,NA
"3286","GFP75","RBS0.25",1800,3468,20.5,0.0382416664312283,90686.4246158482,-3.26382961352594,3,"3 GFP75 RBS0.25",-100326.278908265,0.891703333845358,NA,NA
"3287","GFP75","RBS0.25",2700,3501.66666666667,21.3333333333333,0.0513166729360819,68236.432066206,-2.96973957110861,3,"3 GFP75 RBS0.25",-89799.9701985686,1.17636016966931,NA,NA
"3288","GFP75","RBS0.25",3600,3659.66666666667,22.75,0.0703083332628012,52051.6771886403,-2.65486494860174,3,"3 GFP75 RBS0.25",-64739.0195102631,1.25949849002749,NA,NA
"3289","GFP75","RBS0.25",4500,4031,24.5833333333333,0.0967666699240605,41656.9052460254,-2.33545266295731,3,"3 GFP75 RBS0.25",-41579.0877704597,1.27764914257772,NA,NA
"3290","GFP75","RBS0.25",5400,4815.58333333333,29.0833333333333,0.133083334813515,36184.7209500816,-2.01677976943291,3,"3 GFP75 RBS0.25",-21888.737183775,1.27469157409761,NA,NA
"3291","GFP75","RBS0.25",6300,6304.75,38.25,0.176216668759783,35778.3973807528,-1.73604096859363,3,"3 GFP75 RBS0.25",-1625.29427731535,1.12295520335711,NA,NA
"3292","GFP75","RBS0.25",7200,9271.83333333333,55.4166666666667,0.22714167398711,40819.6046572215,-1.48218134169852,3,"3 GFP75 RBS0.25",20164.8291058748,1.01543850758044,NA,NA
"3293","GFP75","RBS0.25",8100,14577.75,87.5833333333333,0.28329165528218,51458.4518399579,-1.26127832799008,3,"3 GFP75 RBS0.25",42555.3887309459,0.883612054833764,NA,NA
"3294","GFP75","RBS0.25",9000,22756.0833333333,138,0.339174992094437,67092.4562946472,-1.08123910391898,3,"3 GFP75 RBS0.25",62536.017818757,0.720156896284398,NA,NA
"3295","GFP75","RBS0.25",9900,33189.3333333333,202.75,0.395358329638839,83947.4745951398,-0.927962761662643,3,"3 GFP75 RBS0.25",67420.0732019707,0.613105369025335,NA,NA
"3296","GFP75","RBS0.25",10800,45138.6666666667,281.416666666667,0.45163332670927,99945.3848890202,-0.794884652464766,3,"3 GFP75 RBS0.25",63991.6411755217,0.532312436791509,NA,NA
"3297","GFP75","RBS0.25",11700,57820.5,365.25,0.50741664879024,113950.734840595,-0.678422820391834,3,"3 GFP75 RBS0.25",56021.3998062991,0.465847328291725,NA,NA
"3298","GFP75","RBS0.25",12600,Inf,454.333333333333,0.56183333011965,127055.12321645,-0.576550038696126,3,"3 GFP75 RBS0.25",52417.5535034182,0.407491126782833,NA,NA
"3299","GFP75","RBS0.25",13500,Inf,534.583333333333,0.611241677775979,137295.201441385,-0.492262853376164,3,"3 GFP75 RBS0.25",40960.3128997415,0.337148741279848,NA,NA
"3300","GFP75","RBS0.25",14400,Inf,619.75,0.651366665338477,149263.675910155,-0.428682561323431,3,"3 GFP75 RBS0.25",47873.8978750798,0.254321168210933,NA,NA
"3301","GFP75","RBS0.25",15300,Inf,703.583333333333,0.690158360327284,159850.155963364,-0.370834200002999,3,"3 GFP75 RBS0.25",42345.9202128352,0.231393445281727,NA,NA
"3302","GFP75","RBS0.25",16200,Inf,784,0.727616666505734,168886.599695831,-0.317980926462889,3,"3 GFP75 RBS0.25",36145.7749298689,0.211413094160441,NA,NA
"3303","GFP75","RBS0.25",17100,Inf,861.916666666667,0.763266663377484,176945.937081694,-0.270147815469884,3,"3 GFP75 RBS0.25",32237.3495434541,0.191332443972018,NA,NA
"3304","GFP75","RBS0.25",18000,Inf,930.916666666667,0.79683333200713,183019.695126355,-0.227109741248431,3,"3 GFP75 RBS0.25",24295.0321786436,0.172152296885814,NA,NA
"3305","GFP75","RBS0.25",18900,Inf,988.916666666667,0.827208345135053,187252.728267929,-0.189698686866078,3,"3 GFP75 RBS0.25",16932.1325662928,0.14964421752941,NA,NA
"3306","GFP75","RBS0.25",19800,Inf,1041.58333333333,0.854841667537888,190824.4207653,-0.156839011360295,3,"3 GFP75 RBS0.25",14286.7699894854,0.131438702023135,NA,NA
"3307","GFP75","RBS0.25",20700,Inf,1087.75,0.882391647746166,193039.990434997,-0.1251192764705,3,"3 GFP75 RBS0.25",8862.27867878985,0.126878939559179,NA,NA
"3308","GFP75","RBS0.25",21600,Inf,1127.41666666667,0.900950014591217,195941.6662125,-0.104305500613946,3,"3 GFP75 RBS0.25",11606.7031100114,0.0832551034262169,NA,NA
"3309","GFP75","RBS0.25",22500,Inf,1154.41666666667,0.915225005398194,197494.186328892,-0.088585336397909,3,"3 GFP75 RBS0.25",6210.08046556905,0.0628806568641466,NA,NA
"3310","GFP75","RBS0.25",23400,Inf,1176.33333333333,0.925441643223166,199013.59064313,-0.0774842032805615,3,"3 GFP75 RBS0.25",6077.61725694931,0.0444045324693899,NA,NA
"3311","GFP75","RBS0.25",24300,Inf,1201.16666666667,0.931091671809554,201972.546448965,-0.0713975405916716,3,"3 GFP75 RBS0.25",11835.8232233402,0.02434665075556,NA,NA
"3312","GFP75","RBS0.25",25200,Inf,1212.16666666667,0.935808318356673,202790.875785217,-0.0663446115569649,3,"3 GFP75 RBS0.25",3273.31734500988,0.0202117161388267,NA,NA
"3313","GFP75","RBS0.25",26100,Inf,1221.41666666667,0.938049984474977,203846.742854187,-0.0639520430428324,3,"3 GFP75 RBS0.25",4223.46827587718,0.00957027405653005,NA,NA
"3314","GFP75","RBS0.25",27000,Inf,1223.33333333333,0.938233363131682,204126.036594452,-0.0637565729316437,3,"3 GFP75 RBS0.25",1117.17496105982,0.000781880444754524,NA,NA
"3315","GFP75","RBS0.25",27900,Inf,1223.83333333333,0.938425005103151,204167.586481249,-0.0635523354685243,3,"3 GFP75 RBS0.25",166.199547189521,0.000816949852477822,NA,NA
"3316","GFP75","RBS0.25",28800,Inf,1222.91666666667,0.940299990276496,203608.175748019,-0.0615563160399593,3,"3 GFP75 RBS0.25",-2237.64293291967,0.00798407771426016,NA,NA
"3317","GFP75","RBS0.25",29700,Inf,1220.25,0.943949971348047,202379.555881478,-0.0576821106943378,3,"3 GFP75 RBS0.25",-4914.47946616274,0.0154968213824859,NA,NA
"3318","GFP75","RBS0.25",30600,Inf,1221.08333333333,0.943974949419498,202512.111549848,-0.0576556498206263,3,"3 GFP75 RBS0.25",530.222673478886,0.000105843494846131,NA,NA
"3319","GFP75","RBS0.25",31500,Inf,1215.08333333333,0.94580835228165,201128.519295127,-0.0557153178939825,3,"3 GFP75 RBS0.25",-5534.36901888531,0.00776132770657503,NA,NA
"3320","GFP75","RBS0.25",32400,Inf,1207.83333333333,0.946958374232054,199688.217908166,-0.0545001421665042,3,"3 GFP75 RBS0.25",-5761.20554784453,0.00486070290991317,NA,NA
"3321","GFP75","RBS0.25",33300,Inf,1207.75,0.949449974422654,199150.473273177,-0.0518724363498305,3,"3 GFP75 RBS0.25",-2150.97853995359,0.0105108232666947,NA,NA
"3322","GFP75","RBS0.25",34200,Inf,1206.41666666667,0.952708317587773,198250.727340704,-0.0484464897650844,3,"3 GFP75 RBS0.25",-3598.98372989101,0.0137037863389844,NA,NA
"3323","GFP75","RBS0.25",35100,Inf,1206.58333333333,0.952908360088865,198236.432456075,-0.0482365393546266,3,"3 GFP75 RBS0.25",-57.1795385192381,0.000839801641831395,NA,NA
"3324","GFP75","RBS0.25",36000,Inf,1200.58333333333,0.956283326571186,196556.628891366,-0.0447010431324111,3,"3 GFP75 RBS0.25",-6719.21425883588,0.0141419848888619,NA,NA
"3325","GFP75","RBS0.25",36900,Inf,1195.66666666667,0.95773332255582,195457.060193255,-0.0431859087027465,3,"3 GFP75 RBS0.25",-4398.27479244419,0.0060605377186585,NA,NA
"3326","GFP75","RBS0.25",37800,Inf,1192.66666666667,0.962941625465949,193913.183649797,-0.0377624863983185,3,"3 GFP75 RBS0.25",-6175.50617383013,0.0216936892177118,NA,NA
"3327","GFP75","RBS0.25",38700,Inf,1187.75,0.962975019589067,193108.840022032,-0.0377278077187337,3,"3 GFP75 RBS0.25",-3217.37451106065,0.000138714718339178,NA,NA
"3328","GFP75","RBS0.25",39600,Inf,1186.41666666667,0.960933304702242,193302.379305536,-0.039850274395047,3,"3 GFP75 RBS0.25",774.15713401814,-0.00848986670525304,NA,NA
"3329","GFP75","RBS0.25",40500,Inf,1186.08333333333,0.965649998436371,192304.272501452,-0.0349538308827784,3,"3 GFP75 RBS0.25",-3992.42721633741,0.0195857740490742,NA,NA
"3330","GFP75","RBS0.25",41400,Inf,1187.5,0.965574978540341,192548.417109656,-0.0350315223966751,3,"3 GFP75 RBS0.25",976.578432815033,-0.000310766055586553,NA,NA
"3331","GFP75","RBS0.25",42300,Inf,1179.41666666667,0.964958351105452,191362.814755662,-0.0356703380507641,3,"3 GFP75 RBS0.25",-4742.40941597486,-0.00255526261635605,NA,NA
"3332","GFP75","RBS0.25",43200,Inf,1180.83333333333,0.966291636228561,191327.806778294,-0.0342895894747889,3,"3 GFP75 RBS0.25",-140.031909473822,0.00552299430390077,NA,NA
"3333","GFP75","RBS0.5",0,2202.16666666667,13.5,0.0227916669100523,96621.5711802719,-3.78136029622939,3,"3 GFP75 RBS0.5",NA,NA,NA,NA
"3334","GFP75","RBS0.5",900,2244,14.8333333333333,0.0285999979823828,78461.543996691,-3.55434863170239,3,"3 GFP75 RBS0.5",-72640.1087343237,0.908046658108002,NA,NA
"3335","GFP75","RBS0.5",1800,2239,14,0.0383916615198056,58319.9557238474,-3.25991499089021,3,"3 GFP75 RBS0.5",-80566.3530913742,1.17773456324872,NA,NA
"3336","GFP75","RBS0.5",2700,2319.16666666667,14.3333333333333,0.0548166651278734,42307.6934953383,-2.90376102308681,3,"3 GFP75 RBS0.5",-64049.0489140367,1.42461587121359,NA,NA
"3337","GFP75","RBS0.5",3600,2627.66666666667,15.75,0.0793083291500807,33132.2913346737,-2.53441212243854,3,"3 GFP75 RBS0.5",-36701.6086426584,1.47739560259309,NA,NA
"3338","GFP75","RBS0.5",4500,3288.5,20.0833333333333,0.112366665775577,29265.7967316385,-2.18598795334043,3,"3 GFP75 RBS0.5",-15465.9784121409,1.39369667639245,NA,NA
"3339","GFP75","RBS0.5",5400,4546.08333333333,28.0833333333333,0.155483334014813,29238.3962701766,-1.8612167298603,3,"3 GFP75 RBS0.5",-109.601845847501,1.2990848939205,NA,NA
"3340","GFP75","RBS0.5",6300,6729.75,41.75,0.205466664706667,32753.4883072525,-1.58247147374354,3,"3 GFP75 RBS0.5",14060.3681483037,1.11498102446703,NA,NA
"3341","GFP75","RBS0.5",7200,10140.8333333333,61.4166666666667,0.259891669576367,39019.4628010327,-1.34749039026713,3,"3 GFP75 RBS0.5",25063.8979751209,0.939924333905642,NA,NA
"3342","GFP75","RBS0.5",8100,14681.75,89.5833333333333,0.321041675905387,45731.6015392557,-1.13618433279854,3,"3 GFP75 RBS0.5",26848.5549528917,0.845224229874359,NA,NA
"3343","GFP75","RBS0.5",9000,19503.5833333333,121.5,0.383475011835496,50860.1153435782,-0.958480818484165,3,"3 GFP75 RBS0.5",20514.0552172902,0.710814057257513,NA,NA
"3344","GFP75","RBS0.5",9900,24373.3333333333,153.75,0.4509083237499,54053.8554059876,-0.796491233424091,3,"3 GFP75 RBS0.5",12774.9602496375,0.647958340240296,NA,NA
"3345","GFP75","RBS0.5",10800,29016.1666666667,186.416666666667,0.497033320367336,58378.7152242068,-0.699098212140161,3,"3 GFP75 RBS0.5",17299.4392728767,0.38957208513572,NA,NA
"3346","GFP75","RBS0.5",11700,Inf,216.25,0.543366653844714,62922.8046317835,-0.609970949635241,3,"3 GFP75 RBS0.5",18176.357630307,0.356509050019681,NA,NA
"3347","GFP75","RBS0.5",12600,Inf,245.333333333333,0.59318331691126,65297.8330950997,-0.52225179299911,3,"3 GFP75 RBS0.5",9500.11385326469,0.350876626544524,NA,NA
"3348","GFP75","RBS0.5",13500,Inf,274.083333333333,0.651091644540429,66388.4159650227,-0.429104871657741,3,"3 GFP75 RBS0.5",4362.33147969181,0.372587685365475,NA,NA
"3349","GFP75","RBS0.5",14400,Inf,304.25,0.694666668151816,69008.0813026047,-0.364323162639059,3,"3 GFP75 RBS0.5",10478.6613503281,0.259126836074729,NA,NA
"3350","GFP75","RBS0.5",15300,Inf,338.583333333333,0.734658323849241,72552.375131947,-0.308349753364006,3,"3 GFP75 RBS0.5",14177.1753173694,0.223893637100208,NA,NA
"3351","GFP75","RBS0.5",16200,Inf,378.5,0.768166660020749,77505.3598145654,-0.263748564141345,3,"3 GFP75 RBS0.5",19811.9387304736,0.178404756890645,NA,NA
"3352","GFP75","RBS0.5",17100,Inf,417.916666666667,0.798216681306561,82301.9005100986,-0.225375187930702,3,"3 GFP75 RBS0.5",19186.1627821325,0.153493504842572,NA,NA
"3353","GFP75","RBS0.5",18000,Inf,459.416666666667,0.822983320181569,87702.7824643897,-0.194819345604532,3,"3 GFP75 RBS0.5",21603.5278171645,0.122223369304681,NA,NA
"3354","GFP75","RBS0.5",18900,Inf,497.916666666667,0.846908335884412,92326.9232183149,-0.166162812282842,3,"3 GFP75 RBS0.5",18496.563015701,0.11462613328676,NA,NA
"3355","GFP75","RBS0.5",19800,Inf,533.583333333333,0.87369169605275,95874.0119889429,-0.135027716069426,3,"3 GFP75 RBS0.5",14188.3550825117,0.124540384853663,NA,NA
