time,well,iptg,strain,rbs,temp,OD600,fluor,GFP_high,GFP_low
0.0,B2,0.01875,GFP50,RBS4,37.2,0.021516668299833938,GFP,1690.75,9.25
0.0,B3,0.01875,GFP75,RBS4,37.2,0.008816669384638473,GFP,2071.75,8.25
0.0,B4,0.01875,GFP25,RBS2,37.2,0.014916668335596725,GFP,2038.75,14.25
0.0,B5,0.01875,GFP75,RBS0.125,37.2,0.017916666964689895,GFP,2490.75,14.25
0.0,B6,0.01875,GFP25,RBS0.125,37.2,0.017516667644182846,GFP,2305.75,15.25
0.0,B7,0.01875,GFP25,RBS0.25,37.2,0.018016668657461807,GFP,2481.75,16.25
0.0,B8,0.01875,GFP10,RBS0.5,37.2,0.0447166661421458,GFP,1232.75,7.25
0.0,B9,0.01875,GFP75,RBS0.5,37.2,0.01331666360298793,GFP,1824.75,12.25
0.0,B10,0.01875,GFP50,RBS0.125,37.2,0.016216667989889785,GFP,3849.75,21.25
0.0,B11,0.01875,GFP10,RBS0.25,37.2,0.016316669682661697,GFP,2211.75,13.25
0.0,C2,0.01875,GFP25,RBS4,37.2,0.015716666976610824,GFP,1542.75,8.25
0.0,C3,0.01875,GFP25,RBS0.25,37.2,0.04141666988531749,GFP,2584.75,15.25
0.0,C4,0.01875,GFP25,RBS1,37.2,0.046016673247019454,GFP,1737.75,9.25
0.0,C5,0.01875,GFP75,RBS0.25,37.2,0.021816665927569076,GFP,2982.75,16.25
0.0,C6,0.01875,GFP50,RBS0.25,37.2,0.020816663901011154,GFP,2943.75,16.25
0.0,C7,0.01875,GFP25,RBS1,37.2,0.01681666324536006,GFP,1816.75,9.25
0.0,C8,0.01875,GFP50,RBS0.25,37.2,0.05161666373411815,GFP,2948.75,17.25
0.0,C9,0.01875,GFP50,RBS1,37.2,0.018216664592425033,GFP,2922.75,16.25
0.0,C11,0.01875,GFP50,RBS4,37.2,0.012116665641466781,GFP,2328.75,12.25
0.0,D2,0.01875,GFP10,RBS2,37.2,0.017016666630903884,GFP,2395.75,14.25
0.0,D3,0.01875,GFP25,RBS4,37.2,0.00951666633288066,GFP,1475.75,9.25
0.0,D4,0.01875,GFP10,RBS1,37.2,0.04481666783491771,GFP,2317.75,12.25
0.0,D5,0.01875,GFP75,RBS0.5,37.2,0.014516669015089675,GFP,2024.75,11.25
0.0,D6,0.01875,GFP25,RBS0.125,37.2,0.01641666392485301,GFP,2346.75,12.25
0.0,D7,0.01875,GFP10,RBS0.125,37.2,0.017316664258639022,GFP,2401.75,15.25
0.0,D8,0.01875,GFP25,RBS0.5,37.2,0.020516666273276016,GFP,2191.75,12.25
0.0,D9,0.01875,GFP75,RBS2,37.2,0.01371666292349498,GFP,2659.75,17.25
0.0,D11,0.01875,GFP75,RBS0.125,37.2,0.021716664234797164,GFP,3036.75,19.25
0.0,E2,0.01875,GFP75,RBS1,37.2,0.02641666928927104,GFP,2705.75,16.25
0.0,E3,0.01875,GFP75,RBS1,37.2,0.018716665605703994,GFP,2915.75,15.25
0.0,E4,0.01875,GFP10,RBS0.5,37.2,0.023316661516825363,GFP,1425.75,7.25
0.0,E5,0.01875,GFP50,RBS0.125,37.2,0.026816661159197494,GFP,3786.75,22.25
0.0,E6,0.01875,GFP10,RBS4,37.2,0.016216667989889785,GFP,1009.75,5.25
0.0,E8,0.01875,GFP50,RBS1,37.2,0.035216669241587326,GFP,3337.75,21.25
0.0,E9,0.01875,GFP10,RBS0.125,37.2,0.028516660133997604,GFP,2421.75,14.25
0.0,E10,0.01875,GFP75,RBS4,37.2,0.02551666895548503,GFP,2472.75,14.25
0.0,E11,0.01875,GFP50,RBS0.5,37.2,0.013916666309038803,GFP,2942.75,16.25
0.0,F3,0.01875,GFP10,RBS0.25,37.2,0.02471667031447093,GFP,2401.75,15.25
0.0,F5,0.01875,GFP50,RBS2,37.2,0.017816665271917984,GFP,2988.75,18.25
0.0,F6,0.01875,GFP10,RBS1,37.2,0.018716665605703994,GFP,2651.75,15.25
0.0,F7,0.01875,GFP10,RBS2,37.2,0.017416665951410934,GFP,2373.75,13.25
0.0,F8,0.01875,GFP25,RBS0.5,37.2,0.015316667656103775,GFP,2403.75,14.25
0.0,F11,0.01875,GFP10,RBS4,37.2,0.01201666394869487,GFP,1042.75,6.25
0.0,G2,0.01875,GFP75,RBS0.25,37.2,0.03671666483084361,GFP,3208.75,19.25
0.0,G3,0.01875,GFP75,RBS2,37.2,0.022316666940848037,GFP,2795.75,16.25
